nid,refseq_id,ncbi_name,ncbi_taxid,ncbi_species,ncbi_species_id
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olegusella;s__Olegusella sp000466405,GCF_000466405.1,Atopobium sp. oral taxon 810 str. F0209,1321773,Atopobium sp. oral taxon 810,712158.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella uli,GCF_001437585.1,Olsenella uli DSM 7084,633147,Olsenella uli,133926.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_F;s__Olsenella_F profusa_A,GCF_000468755.1,Olsenella profusa F0195,1125712,Olsenella profusa,138595.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_F;s__Olsenella_F sp001189515,GCF_001189515.2,Olsenella sp. oral taxon 807,712411,Olsenella sp. oral taxon 807,712411.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_G;s__Olsenella_G urininfantis,GCF_900155635.1,Olsenella urininfantis,1871033,Olsenella urininfantis,1871033.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_H;s__Olsenella_H porci,GCF_009695875.1,Olsenella porci,2652279,Olsenella porci,2652279.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_I;s__Olsenella_I phocaeensis,GCF_001553055.1,Olsenella sp. DNF00959,1476999,Olsenella sp. DNF00959,1476999.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parafannyhessea;s__Parafannyhessea sp900538935,GCF_012844235.1,Parafannyhessea umbonata,604330,Parafannyhessea umbonata,604330.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Paratractidigestivibacter;s__Paratractidigestivibacter faecalis,GCF_003609875.1,Olsenella sp. GAM18,2109685,Olsenella sp. GAM18,2109685.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Paratractidigestivibacter;s__Paratractidigestivibacter sp003150175,GCA_018376165.1,Atopobiaceae bacterium,2485926,Atopobiaceae bacterium,2485926.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella catena,GCF_015556285.1,Parolsenella catena,2003188,Parolsenella catena,2003188.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella sp900543875,GCA_902405985.1,uncultured Parolsenella sp.,2083008,uncultured Parolsenella sp.,2083008.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Thermophilibacter;s__Thermophilibacter avistercoris,GCF_002160255.1,Olsenella sp. An188,1965579,Olsenella sp. An188,1965579.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Thermophilibacter;s__Thermophilibacter mediterraneus,GCF_900119385.1,Thermophilibacter mediterraneus,1871031,Thermophilibacter mediterraneus,1871031.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Thermophilibacter;s__Thermophilibacter provencensis,GCA_016900795.1,Olsenella uli,133926,Olsenella uli,133926.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Thermophilibacter;s__Thermophilibacter sp002159735,GCF_002159735.1,Olsenella sp. An270,1965615,Olsenella sp. An270,1965615.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Thermophilibacter;s__Thermophilibacter sp014982725,GCF_014982725.1,Thermophilibacter gallinarum,2779357,Thermophilibacter gallinarum,2779357.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Thermophilibacter;s__Thermophilibacter timonensis,GCF_900119915.1,Olsenella timonensis,1805478,Olsenella timonensis,1805478.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Tractidigestivibacter;s__Tractidigestivibacter sp000752675,GCF_003464265.1,Olsenella sp. AF15-43LB,2292237,Olsenella sp. AF15-43LB,2292237.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Tractidigestivibacter;s__Tractidigestivibacter sp900119625,GCF_900119625.1,Olsenella sp. kh2p3,1797112,Olsenella sp. kh2p3,1797112.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__UBA7748;s__UBA7748 sp900314535,GCA_002331325.1,Atopobium sp. UBA2085,1946065,Atopobium sp. UBA2085,1946065.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella bouchesdurhonensis,GCF_015556715.1,Collinsella bouchesdurhonensis,1907654,Collinsella bouchesdurhonensis,1907654.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella ihuae,GCF_002159695.1,Collinsella sp. An271,1965616,Collinsella sp. An271,1965616.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis,GCF_003469765.1,Collinsella intestinalis,147207,Collinsella intestinalis,147207.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella phocaeensis,GCF_900119895.1,Collinsella phocaeensis,1871016,Collinsella phocaeensis,1871016.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella provencensis,GCF_900199705.1,Collinsella provencensis,1937461,Collinsella provencensis,1937461.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003458415,GCF_003458415.1,Collinsella sp. AF25-2LB,2292226,Collinsella sp. AF25-2LB,2292226.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003479805,GCF_003479805.1,Collinsella sp. AF08-23,2292211,Collinsella sp. AF08-23,2292211.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900548365,GCA_905204675.1,uncultured Collinsella sp.,165190,uncultured Collinsella sp.,165190.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900555555,GCA_900555555.1,uncultured Collinsella sp.,165190,uncultured Collinsella sp.,165190.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900768795,GCA_905200875.1,uncultured Collinsella sp.,165190,uncultured Collinsella sp.,165190.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella stercoripullorum,GCA_019117005.1,Candidatus Collinsella stercoripullorum,2838522,Candidatus Collinsella stercoripullorum,2838522.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella stercoris,GCF_000156215.1,Collinsella stercoris DSM 13279,445975,Collinsella stercoris,147206.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella tanakaei,GCF_003436995.1,Collinsella tanakaei,626935,Collinsella tanakaei,626935.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Coprousia;s__Coprousia sp002159335,GCF_002159335.1,Collinsella sp. An7,1965651,Collinsella sp. An7,1965651.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Coprousia;s__Coprousia sp002159765,GCF_002159765.1,Collinsella sp. An268,1965612,Collinsella sp. An268,1965612.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Enorma;s__Enorma burkinafasonensis,GCF_902150035.1,Enorma burkinafasonensis,2590867,Enorma burkinafasonensis,2590867.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Enorma;s__Enorma massiliensis,GCF_016902655.1,Enorma massiliensis,1472761,Enorma massiliensis,1472761.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Enorma;s__Enorma phocaeensis,GCF_900186505.1,Enorma phocaeensis,1871019,Enorma phocaeensis,1871019.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Enorma;s__Enorma sp000333815,GCF_002161605.1,[Collinsella] massiliensis,1232426,[Collinsella] massiliensis,1232426.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Enorma;s__Enorma sp900751795,GCA_905210055.1,uncultured Enorma sp.,1714346,uncultured Enorma sp.,1714346.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia caecimuris,GCF_009917565.1,Adlercreutzia caecimuris,671266,Adlercreutzia caecimuris,671266.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia celatus_A,GCF_011405655.1,Adlercreutzia hattorii,2707299,Adlercreutzia hattorii,2707299.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia mucosicola,GCF_000422625.1,Adlercreutzia mucosicola DSM 19490,1121866,Adlercreutzia mucosicola,580026.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia muris,GCF_009927985.1,Adlercreutzia muris,1796610,Adlercreutzia muris,1796610.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Aphodovivens;s__Aphodovivens avicola,GCA_018712515.1,Candidatus Aphodovivens avicola,2840680,Candidatus Aphodovivens avicola,2840680.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Aveggerthella;s__Aveggerthella stercoripullorum,GCA_018712955.1,Candidatus Aveggerthella stercoripullorum,2840688,Candidatus Aveggerthella stercoripullorum,2840688.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAAEEV01;s__CAAEEV01 sp900754955,GCA_905201045.1,uncultured Eggerthellaceae bacterium,2321402,uncultured Eggerthellaceae bacterium,2321402.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp000431675,GCA_905187795.1,uncultured Eggerthella sp.,293422,uncultured Eggerthella sp.,293422.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp000434775,GCA_905196595.1,uncultured Eggerthella sp.,293422,uncultured Eggerthella sp.,293422.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp000435475,GCA_905198335.1,uncultured Cryptobacterium sp.,655657,uncultured Cryptobacterium sp.,655657.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp000435675,GCA_014871465.1,Eggerthellaceae bacterium,1972561,Eggerthellaceae bacterium,1972561.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp000436075,GCA_018365635.1,Eggerthella sp.,1929886,Eggerthella sp.,1929886.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp900539675,GCA_900539675.1,uncultured Coriobacteriaceae bacterium,331632,uncultured Coriobacteriaceae bacterium,331632.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp900542265,GCA_900758695.1,Eggerthellaceae bacterium,1972561,Eggerthellaceae bacterium,1972561.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp900542525,GCA_900755555.1,Eggerthellaceae bacterium,1972561,Eggerthellaceae bacterium,1972561.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp900546175,GCA_900758085.1,Eggerthellaceae bacterium,1972561,Eggerthellaceae bacterium,1972561.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp900548955,GCA_902406295.1,uncultured Eggerthella sp.,293422,uncultured Eggerthella sp.,293422.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp900554685,GCA_900758385.1,Eggerthellaceae bacterium,1972561,Eggerthellaceae bacterium,1972561.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp900556585,GCA_905188185.1,uncultured Eggerthella sp.,293422,uncultured Eggerthella sp.,293422.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp900753095,GCA_905211405.1,uncultured Eggerthella sp.,293422,uncultured Eggerthella sp.,293422.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAJFUR01;s__CAJFUR01 sp904420575,GCA_904420575.1,uncultured Gordonibacter sp.,886349,uncultured Gordonibacter sp.,886349.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Cryptobacterium;s__Cryptobacterium curtum,GCF_000023845.1,Cryptobacterium curtum DSM 15641,469378,Cryptobacterium curtum,84163.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__D16-34;s__D16-34 sp003612515,GCA_003612515.1,bacterium D16-34,2320120,bacterium D16-34,2320120.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__D16-34;s__D16-34 sp009911635,GCA_009911385.1,Eggerthellaceae bacterium,1972561,Eggerthellaceae bacterium,1972561.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta,GCF_000763035.1,Eggerthella lenta 1_1_60AFAA,742768,Eggerthella lenta,84112.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella sinensis,GCF_003339815.1,Eggerthella sinensis,242230,Eggerthella sinensis,242230.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella sp014287365,GCF_009834925.2,Eggerthella guodeyinii,2690837,Eggerthella guodeyinii,2690837.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enteroscipio;s__Enteroscipio rubneri,GCF_002899715.1,Enteroscipio rubneri,2070686,Enteroscipio rubneri,2070686.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enteroscipio;s__Enteroscipio sp000270285,GCF_000270285.1,Eggerthella sp. YY7918,502558,Eggerthella sp. YY7918,502558.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter massiliensis,GCA_900170005.1,Gordonibacter massiliensis,1841863,Gordonibacter massiliensis,1841863.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae,GCF_003340385.1,Gordonibacter pamelaeae,471189,Gordonibacter pamelaeae,471189.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter sp003339845,GCF_003339845.1,Gordonibacter sp. 28C,2078569,Gordonibacter sp. 28C,2078569.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter urolithinfaciens,GCF_002159895.1,Gordonibacter urolithinfaciens,1335613,Gordonibacter urolithinfaciens,1335613.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Paraeggerthella;s__Paraeggerthella hongkongensis,GCF_003726035.1,Paraeggerthella hongkongensis,230658,Paraeggerthella hongkongensis,230658.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Paraeggerthella;s__Paraeggerthella hongkongensis_A,GCF_018917785.1,Paraeggerthella hongkongensis,230658,Paraeggerthella hongkongensis,230658.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Parvibacter;s__Parvibacter caecicola,GCF_014192485.1,Parvibacter caecicola,747645,Parvibacter caecicola,747645.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Phoenicibacter;s__Phoenicibacter congonensis,GCF_900169485.1,Phoenicibacter congonensis,1944646,Phoenicibacter congonensis,1944646.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__QWKK01;s__QWKK01 sp009911695,GCF_009911695.1,Enterorhabdus sp. P55,2304571,Enterorhabdus sp. P55,2304571.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__RUG013;s__RUG013 sp001486445,GCA_001486445.1,Hugonella massiliensis,1720315,Eggerthellaceae bacterium AT8,1720315.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Raoultibacter;s__Raoultibacter massiliensis,GCF_900199545.1,Raoultibacter massiliensis,1852371,Raoultibacter massiliensis,1852371.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Raoultibacter;s__Raoultibacter timonensis,GCF_900240215.1,Raoultibacter timonensis,1907662,Raoultibacter timonensis,1907662.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Rubneribacter;s__Rubneribacter badeniensis,GCA_002159935.1,Gordonibacter sp. An232A,1965593,Gordonibacter sp. An232A,1965593.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__Senegalimassilia anaerobia,GCA_003474385.1,Eggerthella sp. AM16-19,2292042,Eggerthella sp. AM16-19,2292042.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__Senegalimassilia faecalis,GCF_004135645.1,Senegalimassilia faecalis,2509433,Senegalimassilia faecalis,2509433.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia;s__Slackia exigua,GCF_000162875.1,Slackia exigua ATCC 700122,649764,Slackia exigua,84109.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia_A;s__Slackia_A equolifaciens,GCF_003725995.1,Slackia equolifaciens,498718,Slackia equolifaciens,498718.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia_A;s__Slackia_A faecicanis,GCF_003725295.1,Slackia faecicanis,255723,Slackia faecicanis,255723.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia_A;s__Slackia_A isoflavoniconvertens,GCF_014192995.1,Slackia isoflavoniconvertens,572010,Slackia isoflavoniconvertens,572010.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia_A;s__Slackia_A piriformis,GCF_000296445.1,Slackia piriformis YIT 12062,742818,Slackia piriformis,626934.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia_A;s__Slackia_A sp900553655,GCA_905205395.1,uncultured Slackia sp.,665903,uncultured Slackia sp.,665903.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__UMGS1502;s__UMGS1502 sp900552365,GCA_900762835.1,Eggerthellaceae bacterium,1972561,Eggerthellaceae bacterium,1972561.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__UMGS1519;s__UMGS1519 sp900552585,GCA_905210125.1,uncultured Eggerthellaceae bacterium,2321402,uncultured Eggerthellaceae bacterium,2321402.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__CACZQA01;s__CACZQA01 sp902783175,GCA_905207315.1,uncultured Coriobacteriia bacterium,1105182,uncultured Coriobacteriia bacterium,1105182.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__QAMH01;s__QAMH01 sp003149935,GCA_003149935.1,Coriobacteriia bacterium,2052159,Coriobacteriia bacterium,2052159.0
