nid,strain_name,specie_id,specie_name,k,refseq_id
663275,Fibrisoma limi,663275,Fibrisoma limi,Bacteria,GCF_000296815.2
2589976,Mesorhizobium sp. B1-1-8,2589976,Mesorhizobium sp. B1-1-8,Bacteria,GCF_006442795.1
1542390,Francisella frigiditurris,1542390,Francisella frigiditurris,Bacteria,GCF_001880225.1
1868793,Jeotgalibaca porci,1868793,Jeotgalibaca porci,Bacteria,GCF_011299095.1
152297,Pseudoalteromonas issachenkonii,152297,Pseudoalteromonas issachenkonii,Bacteria,GCF_001455325.1
1249553,Bacterioplanes sanyensis,1249553,Bacterioplanes sanyensis,Bacteria,GCF_014652515.1
400770,Devosia ginsengisoli,400770,Devosia ginsengisoli,Bacteria,GCF_007859655.1
794846,Sinorhizobium sp. CCBAU 05631,794846,Sinorhizobium sp. CCBAU 05631,Bacteria,GCF_000261005.1
674529,Bacteroides faecis,674529,Bacteroides faecis,Bacteria,GCF_003121505.1
1950,Streptomyces peucetius,1950,Streptomyces peucetius,Bacteria,GCF_000725565.1
2755382,Nocardia sp. WCH-YHL-001,2755382,Nocardia sp. WCH-YHL-001,Bacteria,GCF_013744875.1
2290923,Crenobacter cavernae,2290923,Crenobacter cavernae,Bacteria,GCF_004134915.1
241368,Desulfovibrio ferrophilus,241368,Desulfovibrio ferrophilus,Bacteria,GCF_003966735.1
2587848,Bacillus sp. THAF10,2587848,Bacillus sp. THAF10,Bacteria,GCF_009363695.1
1295642,Parageobacillus genomosp. 1,1295642,Parageobacillus genomosp. 1,Bacteria,GCF_000632515.1
227318,Actinocatenispora thailandica,227318,Actinocatenispora thailandica,Bacteria,GCF_016865425.1
1495638,Streptomyces sp. M56,1495638,Streptomyces sp. M56,Bacteria,GCF_002812405.1
37372,Helicobacter bilis,37372,Helicobacter bilis,Bacteria,GCF_001999985.1
28229,Colwellia psychrerythraea,28229,Colwellia psychrerythraea,Bacteria,GCF_000764185.1
2058135,Olleya sp. Bg11-27,2058135,Olleya sp. Bg11-27,Bacteria,GCF_002831645.1
2610902,Halomicrobium sp. LC1Hm,2610902,Halomicrobium sp. LC1Hm,Archaea,GCF_009617995.1
301953,Caldicellulosiruptor acetigenus,301953,Caldicellulosiruptor acetigenus,Bacteria,GCF_000166695.1
665914,Mixta gaviniae,665914,Mixta gaviniae,Bacteria,GCF_002953195.1
585,Proteus vulgaris,585,Proteus vulgaris,Bacteria,GCF_018066465.1
2086584,Massilistercora timonensis,2086584,Massilistercora timonensis,Bacteria,GCF_900312975.1
81468,Aminobacterium colombiense,81468,Aminobacterium colombiense,Bacteria,GCA_012519235.1
158899,Collimonas fungivorans,158899,Collimonas fungivorans,Bacteria,GCF_003610095.1
1287055,Brachyspira hampsonii,1287055,Brachyspira hampsonii,Bacteria,GCF_001746225.1
2607656,Hymenobacter sp. MA3,2607656,Hymenobacter sp. MA3,Bacteria,GCF_009906935.1
131110,Schaalia radingae,131110,Schaalia radingae,Bacteria,GCA_900106055.1
1736675,Devosia sp. A16,1736675,Devosia sp. A16,Bacteria,GCF_001402915.1
1191459,Flammeovirga sp. MY04,1191459,Flammeovirga sp. MY04,Bacteria,GCF_001682195.2
2161677,Kordiimonas pumila,2161677,Kordiimonas pumila,Bacteria,GCF_015240255.1
2100821,Lactobacillus chiayiensis,2100821,Lactobacillus chiayiensis,Bacteria,GCF_004123955.1
2886510,,,,,GCF_014109745.1
80679,Thioflavicoccus mobilis,80679,Thioflavicoccus mobilis,Bacteria,GCF_000327045.1
437505,Granulosicoccus antarcticus,437505,Granulosicoccus antarcticus,Bacteria,GCF_002215215.1
172042,Rothia aeria,172042,Rothia aeria,Bacteria,GCF_000763685.1
208479,Enterocloster bolteae,208479,Enterocloster bolteae,Bacteria,GCF_015557875.1
89153,[Clostridium] hylemonae,89153,[Clostridium] hylemonae,Bacteria,GCF_015550395.1
93222,Pandoraea sputorum,93222,Pandoraea sputorum,Bacteria,GCF_000814845.2
1510,Thermoclostridium stercorarium,1510,Thermoclostridium stercorarium,Bacteria,GCF_001697245.1
644,Aeromonas hydrophila,644,Aeromonas hydrophila,Bacteria,GCA_014218195.1
1442555,Synechococcus sp. NOUM97013,1442555,Synechococcus sp. NOUM97013,Bacteria,GCF_014279815.1
2742625,Citrobacter sp. RHB35-C17,2742625,Citrobacter sp. RHB35-C17,Bacteria,GCF_013816795.1
1349819,Aureimonas sp. AU20,1349819,Aureimonas sp. AU20,Bacteria,GCF_001442755.1
945,Ehrlichia chaffeensis,945,Ehrlichia chaffeensis,Bacteria,GCF_000013145.1
433296,Aminipila butyrica,433296,Aminipila butyrica,Bacteria,GCF_010669305.1
67367,Streptomyces tanashiensis,67367,Streptomyces tanashiensis,Bacteria,GCF_014648895.1
480,Moraxella catarrhalis,480,Moraxella catarrhalis,Bacteria,GCF_000740455.1
2493680,Mesorhizobium sp. M1A.F.Ca.IN.022.06.1.1,2493680,Mesorhizobium sp. M1A.F.Ca.IN.022.06.1.1,Bacteria,GCF_003952605.1
89053,Gordonia amicalis,89053,Gordonia amicalis,Bacteria,GCF_014050135.1
249567,Streptomyces decoyicus,249567,Streptomyces decoyicus,Bacteria,GCF_001270575.1
234827,Candidatus Midichloria mitochondrii,234827,Candidatus Midichloria mitochondrii,Bacteria,GCF_000219355.1
554,Pectobacterium carotovorum,554,Pectobacterium carotovorum,Bacteria,GCF_016415585.1
44010,Mycobacterium conspicuum,44010,Mycobacterium conspicuum,Bacteria,GCF_002102095.1
1163710,Cronobacter condimenti,1163710,Cronobacter condimenti,Bacteria,GCF_004123725.1
1930546,Sporosarcina sp. P37,1930546,Sporosarcina sp. P37,Bacteria,GCF_002109365.1
2721243,Streptomyces sp. RLB1-33,2721243,Streptomyces sp. RLB1-33,Bacteria,GCF_012273535.1
2039166,Chryseobacterium sp. 6424,2039166,Chryseobacterium sp. 6424,Bacteria,GCF_003692615.1
2714110,Acinetobacter sp. Marseille-Q1620,2714110,Acinetobacter sp. Marseille-Q1620,Bacteria,GCF_902825285.1
702745,Myroides phaeus,702745,Myroides phaeus,Bacteria,GCF_009799805.1
2267253,Thiomicrorhabdus indica,2267253,Thiomicrorhabdus indica,Bacteria,GCF_004293625.1
1784719,Leucobacter triazinivorans,1784719,Leucobacter triazinivorans,Bacteria,GCF_004208635.1
84292,Microbacterium chocolatum,84292,Microbacterium chocolatum,Bacteria,GCF_003386675.1
2006110,Luteimonas chenhongjianii,2006110,Luteimonas chenhongjianii,Bacteria,GCF_002327105.1
195253,Synechococcus sp. PCC 6312,195253,Synechococcus sp. PCC 6312,Bacteria,GCF_000316685.1
54299,Chroococcidiopsis thermalis,54299,Chroococcidiopsis thermalis,Bacteria,GCF_000317125.1
548,Klebsiella aerogenes,548,Klebsiella aerogenes,Bacteria,GCF_019104165.1
157687,Leptotrichia wadei,157687,Leptotrichia wadei,Bacteria,GCF_007990545.2
2609254,Rathayibacter sp. VKM Ac-2762,2609254,Rathayibacter sp. VKM Ac-2762,Bacteria,GCF_009866585.1
1740163,Burkholderia sp. Bp7605,1740163,Burkholderia sp. Bp7605,Bacteria,GCF_001718875.1
491950,Marinomonas foliarum,491950,Marinomonas foliarum,Bacteria,GCF_003337275.1
40324,Stenotrophomonas maltophilia,40324,Stenotrophomonas maltophilia,Bacteria,GCF_000758465.1
2589080,Luteibacter pinisoli,2589080,Luteibacter pinisoli,Bacteria,GCF_006385595.1
1810,Mycolicibacterium vaccae,1810,Mycolicibacterium vaccae,Bacteria,GCF_001655245.1
2211212,Paenibacillus sp. DCT19,2211212,Paenibacillus sp. DCT19,Bacteria,GCF_003268635.1
2729423,Pseudomonas sp. SK,2729423,Pseudomonas sp. SK,Bacteria,GCF_012975065.1
44012,Ferrimonas balearica,44012,Ferrimonas balearica,Bacteria,GCF_000148645.1
2829795,,,,,GCA_907165195.1
33923,Mycoplasma felis,33923,Mycoplasma felis,Bacteria,GCF_009936335.1
46503,Parabacteroides merdae,46503,Parabacteroides merdae,Bacteria,GCF_015548105.1
984,Pedobacter heparinus,984,Pedobacter heparinus,Bacteria,GCF_000023825.1
964,Herbaspirillum seropedicae,964,Herbaspirillum seropedicae,Bacteria,GCA_004366165.1
1294143,Pseudomonas sp. ATCC 13867,1294143,Pseudomonas sp. ATCC 13867,Bacteria,GCF_000349845.1
2026188,Bacillus tropicus,2026188,Bacillus tropicus,Bacteria,GCF_010994525.1
80850,Wolbachia endosymbiont of Litomosoides sigmodontis,80850,Wolbachia endosymbiont of Litomosoides sigmodontis,Bacteria,GCF_013365435.1
1096856,Pseudonocardia sp. EC080619-01,1096856,Pseudonocardia sp. EC080619-01,Bacteria,GCF_001420995.1
1915310,Enterobacter cloacae complex sp. ECNIH7,1915310,Enterobacter cloacae complex sp. ECNIH7,Bacteria,GCF_002208095.1
29543,Pelobacter propionicus,29543,Pelobacter propionicus,Bacteria,GCF_000015045.1
2742676,Enterobacter sp. RHBSTW-00994,2742676,Enterobacter sp. RHBSTW-00994,Bacteria,GCF_013782625.1
1444770,Xylella taiwanensis,1444770,Xylella taiwanensis,Bacteria,GCF_013177435.1
1126,Microcystis aeruginosa,1126,Microcystis aeruginosa,Bacteria,GCF_000312205.1
404386,Nonomuraea coxensis,404386,Nonomuraea coxensis,Bacteria,GCF_000379885.1
2527964,Gimesia aquarii,2527964,Gimesia aquarii,Bacteria,GCF_007748195.1
2201350,Phenylobacterium parvum,2201350,Phenylobacterium parvum,Bacteria,GCF_003150835.1
33994,Neorickettsia helminthoeca,33994,Neorickettsia helminthoeca,Bacteria,GCF_000632985.1
1591409,Pseudohalocynthiibacter aestuariivivens,1591409,Pseudohalocynthiibacter aestuariivivens,Bacteria,GCF_018457175.1
2742204,Methyloligella sp. GL2,2742204,Methyloligella sp. GL2,Bacteria,GCF_013341275.1
1229909,Candidatus Nitrosopumilus sediminis,1229909,Candidatus Nitrosopumilus sediminis,Archaea,GCF_000299395.1
2493672,Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1,2493672,Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1,Bacteria,GCF_003952485.1
396,Rhizobium phaseoli,396,Rhizobium phaseoli,Bacteria,GCF_003985125.1
169765,Mycobacterium lacus,169765,Mycobacterium lacus,Bacteria,GCF_002102215.1
2609255,Rathayibacter sp. VKM Ac-2801,2609255,Rathayibacter sp. VKM Ac-2801,Bacteria,GCF_009834245.1
2584094,Sphingorhabdus sp. SMR4y,2584094,Sphingorhabdus sp. SMR4y,Bacteria,GCF_002218195.1
1470200,Neisseria arctica,1470200,Neisseria arctica,Bacteria,GCF_001027865.1
2591109,Casimicrobium huifangae,2591109,Casimicrobium huifangae,Bacteria,GCF_009746125.1
2565926,Paenibacillus sp. HB172198,2565926,Paenibacillus sp. HB172198,Bacteria,GCF_005577435.1
57487,Pseudothermotoga hypogea,57487,Pseudothermotoga hypogea,Bacteria,GCA_011370175.1
1921510,Tardibacter chloracetimidivorans,1921510,Tardibacter chloracetimidivorans,Bacteria,GCF_001890385.1
110662,Synechococcus sp. CC9605,110662,Synechococcus sp. CC9605,Bacteria,GCF_000012625.1
1449,Amphibacillus xylanus,1449,Amphibacillus xylanus,Bacteria,GCF_000307165.1
496057,Arachidicoccus ginsenosidivorans,496057,Arachidicoccus ginsenosidivorans,Bacteria,GCF_007971385.1
101385,Aequorivita sublithincola,101385,Aequorivita sublithincola,Bacteria,GCF_000265385.1
2606912,Methanothermobacter sp. THM-2,2606912,Methanothermobacter sp. THM-2,Archaea,GCF_009917665.1
34020,Candidatus Liberibacter africanus,34020,Candidatus Liberibacter africanus,Bacteria,GCF_017869345.1
2847778,,,,,GCF_015775515.1
1296540,Lactobacillus nenjiangensis,1296540,Lactobacillus nenjiangensis,Bacteria,GCF_005405445.1
82367,Paracoccus pantotrophus,82367,Paracoccus pantotrophus,Bacteria,GCF_013414285.1
465541,Streptomyces sp. Mg1,465541,Streptomyces sp. Mg1,Bacteria,GCF_000154885.1
590652,Mycobacterium paraseoulense,590652,Mycobacterium paraseoulense,Bacteria,GCF_002086475.1
960,Bacteriovorax stolpii,960,Bacteriovorax stolpii,Bacteria,GCF_006874605.1
1470347,Alistipes ihumii,1470347,Alistipes ihumii,Bacteria,GCF_902374895.1
1750719,Kurthia sp. 11kri321,1750719,Kurthia sp. 11kri321,Bacteria,GCF_001534765.1
2733866,Psychrobacter sp. KCTC 72983,2733866,Psychrobacter sp. KCTC 72983,Bacteria,GCF_014280455.1
463024,Bordetella genomosp. 6,463024,Bordetella genomosp. 6,Bacteria,GCF_002119705.1
35792,Rickettsia parkeri,35792,Rickettsia parkeri,Bacteria,GCF_005549115.1
1598147,Planococcus faecalis,1598147,Planococcus faecalis,Bacteria,GCF_002009235.1
2072409,Stenotrophomonas sp. SAU14A_NAIMI4_8,2072409,Stenotrophomonas sp. SAU14A_NAIMI4_8,Bacteria,GCF_003086695.1
29347,[Clostridium] scindens,29347,[Clostridium] scindens,Bacteria,GCF_009696415.1
2094,Mycoplasma arginini,2094,Mycoplasma arginini,Bacteria,GCF_900118515.1
81462,Thermanaerovibrio acidaminovorans,81462,Thermanaerovibrio acidaminovorans,Bacteria,GCF_000024905.1
40988,Saccharomonospora azurea,40988,Saccharomonospora azurea,Bacteria,GCF_000231055.2
2778059,Aeromonas sp. FDAARGOS 1410,2778059,Aeromonas sp. FDAARGOS 1410,Bacteria,GCF_019048745.1
2027860,Mucilaginibacter rubeus,2027860,Mucilaginibacter rubeus,Bacteria,GCF_014643835.1
278153,Mesorhizobium sp. WSM1497,278153,Mesorhizobium sp. WSM1497,Bacteria,GCF_001672455.2
951,Neorickettsia sennetsu,951,Neorickettsia sennetsu,Bacteria,GCF_000013165.1
33060,Yersinia mollaretii,33060,Yersinia mollaretii,Bacteria,GCF_001220765.1
401472,Corynebacterium ureicelerivorans,401472,Corynebacterium ureicelerivorans,Bacteria,GCF_000747315.1
638,Arsenophonus nasoniae,638,Arsenophonus nasoniae,Bacteria,GCF_004768525.1
2781952,Citrobacter sp. BDA59-3,2781952,Citrobacter sp. BDA59-3,Bacteria,GCF_015167655.1
2708338,Salinibacterium sp. ZJ450,2708338,Salinibacterium sp. ZJ450,Bacteria,GCF_011751885.2
382,Sinorhizobium meliloti,382,Sinorhizobium meliloti,Bacteria,GCF_004011235.1
39645,Mesorhizobium ciceri,39645,Mesorhizobium ciceri,Bacteria,GCF_001618825.1
2735906,Pseudomonas sp. B11D7D,2735906,Pseudomonas sp. B11D7D,Bacteria,GCF_013410155.2
271865,Ochrobactrum quorumnocens,271865,Ochrobactrum quorumnocens,Bacteria,GCF_002278035.1
2749991,Nocardia gipuzkoensis,2749991,Nocardia gipuzkoensis,Bacteria,GCF_013839485.1
538381,Stappia indica,538381,Stappia indica,Bacteria,GCF_001696545.1
29394,Dolosigranulum pigrum,29394,Dolosigranulum pigrum,Bacteria,GCF_002005795.1
150829,Treponema azotonutricium,150829,Treponema azotonutricium,Bacteria,GCF_000214355.1
2077090,Vibrio gangliei,2077090,Vibrio gangliei,Bacteria,GCF_002934045.1
28173,Vibrio nigripulchritudo,28173,Vibrio nigripulchritudo,Bacteria,GCF_000967475.1
2027290,Providencia sp. WCHPHu000369,2027290,Providencia sp. WCHPHu000369,Bacteria,GCF_018068825.1
2768162,Roseomonas sp. 546,2768162,Roseomonas sp. 546,Bacteria,GCF_017355405.1
1442032,Streptomyces sp. Z022,1442032,Streptomyces sp. Z022,Bacteria,GCF_003675325.1
229545,Aster yellows witches'-broom phytoplasma,229545,Aster yellows witches'-broom phytoplasma,Bacteria,GCF_000012225.1
2059884,Streptomyces sp. CMB-StM0423,2059884,Streptomyces sp. CMB-StM0423,Bacteria,GCF_002847285.1
1942464,Cellulophaga sp. HaHaR_3_176,1942464,Cellulophaga sp. HaHaR_3_176,Bacteria,GCF_019021925.1
158327,Hahella chejuensis,158327,Hahella chejuensis,Bacteria,GCF_000012985.1
300825,Alkalihalobacillus lehensis,300825,Alkalihalobacillus lehensis,Bacteria,GCF_004375095.1
370526,Mycolicibacterium rutilum,370526,Mycolicibacterium rutilum,Bacteria,GCF_900108565.1
75588,Pseudomonas libanensis,75588,Pseudomonas libanensis,Bacteria,GCF_003952245.1
2498135,Streptomonospora sp. M2,2498135,Streptomonospora sp. M2,Bacteria,GCF_004323735.1
126385,Providencia alcalifaciens,126385,Providencia alcalifaciens,Bacteria,GCF_002393505.1
2303331,Solimonas sp. K1W22B-7,2303331,Solimonas sp. K1W22B-7,Bacteria,GCF_003428335.1
2257,Natronomonas pharaonis,2257,Natronomonas pharaonis,Archaea,GCF_000026045.1
726,Haemophilus haemolyticus,726,Haemophilus haemolyticus,Bacteria,GCF_001008205.1
2709392,Corynebacterium sp. MC1420,2709392,Corynebacterium sp. MC1420,Bacteria,GCF_011038645.2
2583243,Micromonospora sp. HM134,2583243,Micromonospora sp. HM134,Bacteria,GCF_007833915.1
1397108,Celeribacter marinus,1397108,Celeribacter marinus,Bacteria,GCF_900114275.1
488546,Campylobacter peloridis,488546,Campylobacter peloridis,Bacteria,GCF_014931075.1
215691,Thermomonas brevis,215691,Thermomonas brevis,Bacteria,GCF_014395425.1
2448483,Serratia sp. 3ACOL1,2448483,Serratia sp. 3ACOL1,Bacteria,GCF_003668775.1
63363,Aquifex aeolicus,63363,Aquifex aeolicus,Bacteria,GCA_011375045.1
89586,Candidatus Neoehrlichia mikurensis,89586,Candidatus Neoehrlichia mikurensis,Bacteria,GCF_019186745.1
2681308,Leclercia sp. 119287,2681308,Leclercia sp. 119287,Bacteria,GCF_009734485.1
37931,Paenarthrobacter ureafaciens,37931,Paenarthrobacter ureafaciens,Bacteria,GCF_016694995.1
54736,Salmonella bongori,54736,Salmonella bongori,Bacteria,GCF_006051555.1
1211322,Deinococcus metallilatus,1211322,Deinococcus metallilatus,Bacteria,GCF_014202095.1
1758178,Celeribacter ethanolicus,1758178,Celeribacter ethanolicus,Bacteria,GCF_001550095.1
2562282,Halomonas sp. Y2R2,2562282,Halomonas sp. Y2R2,Bacteria,GCF_008329985.2
2816911,,,,,GCF_017309625.1
482564,Oscillatoria nigro-viridis,482564,Oscillatoria nigro-viridis,Bacteria,GCF_000317475.1
655307,Neisseria sp. KEM232,655307,Neisseria sp. KEM232,Bacteria,GCF_002237445.1
2744523,Mesorhizobium sp. L-8-10,2744523,Mesorhizobium sp. L-8-10,Bacteria,GCF_016756635.1
349751,Corynebacterium marinum,349751,Corynebacterium marinum,Bacteria,GCF_014645275.1
486398,Bacillus sp. S3,486398,Bacillus sp. S3,Bacteria,GCF_005154805.1
2675775,Enterobacteriaceae endosymbiont of Donacia clavipes,2675775,Enterobacteriaceae endosymbiont of Donacia clavipes,Bacteria,GCF_012570365.1
192843,Rhodoferax ferrireducens,192843,Rhodoferax ferrireducens,Bacteria,GCA_002083775.1
2815343,,,,,GCA_017309585.1
279359,Gramella echinicola,279359,Gramella echinicola,Bacteria,GCF_900105035.1
2684469,Streptomyces sp. SCUT-3,2684469,Streptomyces sp. SCUT-3,Bacteria,GCF_014083985.1
2745503,Pseudomonas sp. SWRI54,2745503,Pseudomonas sp. SWRI54,Bacteria,GCF_014268585.2
2692234,Streptomyces sp. GS7,2692234,Streptomyces sp. GS7,Bacteria,GCF_009834125.1
70348,Acinetobacter dispersus,70348,Acinetobacter dispersus,Bacteria,GCF_009884975.1
357808,Roseiflexus sp. RS-1,357808,Roseiflexus sp. RS-1,Bacteria,GCF_000016665.1
2096,Mycoplasma gallisepticum,2096,Mycoplasma gallisepticum,Bacteria,GCF_008728895.1
359,Agrobacterium rhizogenes,359,Agrobacterium rhizogenes,Bacteria,GCF_013322165.1
645517,Paraurantiacibacter namhicola,645517,Paraurantiacibacter namhicola,Bacteria,GCF_001687545.1
1045808,Rhodococcus sp. YL-1,1045808,Rhodococcus sp. YL-1,Bacteria,GCF_001942025.1
135727,Candidatus Phytoplasma ziziphi,135727,Candidatus Phytoplasma ziziphi,Bacteria,GCF_003640545.1
971,Selenomonas ruminantium,971,Selenomonas ruminantium,Bacteria,GCF_900119175.1
1573720,Pseudomonas sp. S49,1573720,Pseudomonas sp. S49,Bacteria,GCF_009866785.1
29448,Bradyrhizobium elkanii,29448,Bradyrhizobium elkanii,Bacteria,GCF_001718205.1
76853,Solibacillus silvestris,76853,Solibacillus silvestris,Bacteria,GCA_001586195.1
28047,Mycolicibacterium confluentis,28047,Mycolicibacterium confluentis,Bacteria,GCF_002102105.1
2749844,Micromonospora sp. 28ISP2-46,2749844,Micromonospora sp. 28ISP2-46,Bacteria,GCF_013694245.1
1579,Lactobacillus acidophilus,1579,Lactobacillus acidophilus,Bacteria,GCF_017695935.1
1441095,Bacillus gobiensis,1441095,Bacillus gobiensis,Bacteria,GCF_001278705.1
39960,Erythrobacter litoralis,39960,Erythrobacter litoralis,Bacteria,GCF_001719165.1
1072463,Microbacterium lemovicicum,1072463,Microbacterium lemovicicum,Bacteria,GCF_003991875.1
70258,Staphylococcus piscifermentans,70258,Staphylococcus piscifermentans,Bacteria,GCF_003970555.1
1796652,Turicimonas muris,1796652,Turicimonas muris,Bacteria,GCF_016696765.1
2485784,Erysipelothrix piscisicarius,2485784,Erysipelothrix piscisicarius,Bacteria,GCF_003931795.1
2650471,Lacipirellula parvula,2650471,Lacipirellula parvula,Bacteria,GCF_009177095.1
717785,Hyphomicrobium sp. MC1,717785,Hyphomicrobium sp. MC1,Bacteria,GCF_000253295.1
2748316,Capnocytophaga sp. oral taxon 902,2748316,Capnocytophaga sp. oral taxon 902,Bacteria,GCF_013394735.1
2770551,Yimella sp. cx-51,2770551,Yimella sp. cx-51,Bacteria,GCF_014530045.1
706438,Actinomyces sp. oral taxon 171,706438,Actinomyces sp. oral taxon 171,Bacteria,GCF_000186965.1
1805478,Olsenella timonensis,1805478,Olsenella timonensis,Bacteria,GCF_900119915.1
2099789,Lactobacillus sp. CBA3606,2099789,Lactobacillus sp. CBA3606,Bacteria,GCF_002970935.1
2729421,Sediminibacillus sp. DP4-553-S,2729421,Sediminibacillus sp. DP4-553-S,Bacteria,GCF_017792025.1
79885,Alkalihalobacillus pseudofirmus,79885,Alkalihalobacillus pseudofirmus,Bacteria,GCF_001937355.1
167642,Ilyobacter polytropus,167642,Ilyobacter polytropus,Bacteria,GCA_003246855.1
2528021,Planctomycetes bacterium ETA_A8,2528021,Planctomycetes bacterium ETA_A8,Bacteria,GCF_007747655.1
1711,Cellulomonas flavigena,1711,Cellulomonas flavigena,Bacteria,GCF_001057055.1
2561898,Campylobacter sp. CGEMS,2561898,Campylobacter sp. CGEMS,Bacteria,GCF_013416015.1
2493639,Silvanigrellales bacterium RF1110005,2493639,Silvanigrellales bacterium RF1110005,Bacteria,GCF_004295685.1
88058,Treponema primitia,88058,Treponema primitia,Bacteria,GCF_000297095.1
2830675,,,,,GCF_018228705.1
1821621,Marinobacterium aestuarii,1821621,Marinobacterium aestuarii,Bacteria,GCF_001651805.1
2840456,,,,,GCF_018798825.1
561879,Bacillus safensis,561879,Bacillus safensis,Bacteria,GCF_007829795.1
1971488,endosymbiont of Pachyrhynchus infernalis,1971488,endosymbiont of Pachyrhynchus infernalis,Bacteria,GCF_004296515.1
85991,Chlamydia pecorum,85991,Chlamydia pecorum,Bacteria,GCF_001469535.1
1898042,Pseudovibrio sp. Ab134,1898042,Pseudovibrio sp. Ab134,Bacteria,GCF_018282095.1
33039,[Ruminococcus] torques,33039,[Ruminococcus] torques,Bacteria,GCF_001405415.1
1328,Streptococcus anginosus,1328,Streptococcus anginosus,Bacteria,GCF_002999475.1
