e_id,e_name
3.6.1.62,5'-(N7-methylguanosine 5'-triphospho)-[mRNA] hydrolase
3.6.1.63,alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
3.6.1.64,inosine diphosphate phosphatase
3.6.1.65,(d)CTP diphosphatase
3.6.1.66,XTP/dITP diphosphatase
3.6.1.67,dihydroneopterin triphosphate diphosphatase
3.6.1.7,acylphosphatase
3.6.1.9,nucleotide diphosphatase
3.6.3.17,monosaccharide-transporting ATPase
3.6.4.13,RNA helicase
3.6.4.6,vesicle-fusing ATPase
3.6.5.4,signal-recognition-particle GTPase
3.7.1.12,cobalt-precorrin 5A hydrolase
3.7.1.13,"2-hydroxy-6-oxo-6-(2-aminophenyl)hexa-2,4-dienoate hydrolase"
3.7.1.14,"2-hydroxy-6-oxonona-2,4-dienedioate hydrolase"
3.7.1.17,"4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase"
3.7.1.18,6-oxocamphor hydrolase
3.7.1.2,fumarylacetoacetase
3.7.1.20,3-fumarylpyruvate hydrolase
3.7.1.22,"3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (ring-opening)"
3.7.1.3,kynureninase
3.7.1.5,acylpyruvate hydrolase
3.7.1.8,"2,6-dioxo-6-phenylhexa-3-enoate hydrolase"
3.7.1.9,2-hydroxymuconate-6-semialdehyde hydrolase
3.8.1.2,(S)-2-haloacid dehalogenase
3.8.1.3,haloacetate dehalogenase
3.8.1.5,haloalkane dehalogenase
3.9.1.2,protein arginine phosphatase
4.1.1.1,pyruvate decarboxylase
4.1.1.100,prephenate decarboxylase
4.1.1.101,malolactic enzyme
4.1.1.103,gamma-resorcylate decarboxylase
4.1.1.104,3-dehydro-4-phosphotetronate decarboxylase
4.1.1.105,L-tryptophan decarboxylase
4.1.1.11,aspartate 1-decarboxylase
4.1.1.112,oxaloacetate decarboxylase
4.1.1.12,aspartate 4-decarboxylase
4.1.1.15,glutamate decarboxylase
4.1.1.17,ornithine decarboxylase
4.1.1.18,lysine decarboxylase
4.1.1.19,arginine decarboxylase
4.1.1.2,oxalate decarboxylase
4.1.1.20,diaminopimelate decarboxylase
4.1.1.21,phosphoribosylaminoimidazole carboxylase
4.1.1.22,histidine decarboxylase
4.1.1.23,orotidine-5'-phosphate decarboxylase
4.1.1.25,tyrosine decarboxylase
4.1.1.28,aromatic-L-amino-acid decarboxylase
4.1.1.29,sulfinoalanine decarboxylase
4.1.1.31,phosphoenolpyruvate carboxylase
4.1.1.32,phosphoenolpyruvate carboxykinase (GTP)
4.1.1.33,diphosphomevalonate decarboxylase
4.1.1.35,UDP-glucuronate decarboxylase
4.1.1.36,phosphopantothenoylcysteine decarboxylase
4.1.1.37,uroporphyrinogen decarboxylase
4.1.1.38,phosphoenolpyruvate carboxykinase (diphosphate)
4.1.1.39,ribulose-bisphosphate carboxylase
4.1.1.4,acetoacetate decarboxylase
4.1.1.44,4-carboxymuconolactone decarboxylase
4.1.1.45,aminocarboxymuconate-semialdehyde decarboxylase
4.1.1.46,o-pyrocatechuate decarboxylase
4.1.1.47,tartronate-semialdehyde synthase
4.1.1.48,indole-3-glycerol-phosphate synthase
4.1.1.49,phosphoenolpyruvate carboxykinase (ATP)
4.1.1.5,acetolactate decarboxylase
4.1.1.50,adenosylmethionine decarboxylase
4.1.1.51,"3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase"
4.1.1.52,6-methylsalicylate decarboxylase
4.1.1.55,"4,5-dihydroxyphthalate decarboxylase"
4.1.1.61,4-hydroxybenzoate decarboxylase
4.1.1.64,"2,2-dialkylglycine decarboxylase (pyruvate)"
4.1.1.65,phosphatidylserine decarboxylase
4.1.1.68,"5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase"
4.1.1.69,"3,4-dihydroxyphthalate decarboxylase"
4.1.1.7,benzoylformate decarboxylase
4.1.1.71,2-oxoglutarate decarboxylase
4.1.1.73,tartrate decarboxylase
4.1.1.74,indolepyruvate decarboxylase
4.1.1.75,5-guanidino-2-oxopentanoate decarboxylase
4.1.1.76,arylmalonate decarboxylase
4.1.1.77,2-oxo-3-hexenedioate decarboxylase
4.1.1.79,sulfopyruvate decarboxylase
4.1.1.8,oxalyl-CoA decarboxylase
4.1.1.81,threonine-phosphate decarboxylase
4.1.1.82,phosphonopyruvate decarboxylase
4.1.1.83,4-hydroxyphenylacetate decarboxylase
4.1.1.84,D-dopachrome decarboxylase
4.1.1.85,3-dehydro-L-gulonate-6-phosphate decarboxylase
4.1.1.86,diaminobutyrate decarboxylase
4.1.1.87,malonyl-S-ACP decarboxylase
4.1.1.9,malonyl-CoA decarboxylase
4.1.1.96,carboxynorspermidine decarboxylase
4.1.1.97,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
4.1.1.98,4-hydroxy-3-polyprenylbenzoate decarboxylase
4.1.2.13,fructose-bisphosphate aldolase
4.1.2.14,2-dehydro-3-deoxy-phosphogluconate aldolase
4.1.2.17,L-fuculose-phosphate aldolase
4.1.2.19,rhamnulose-1-phosphate aldolase
4.1.2.20,2-dehydro-3-deoxyglucarate aldolase
4.1.2.21,2-dehydro-3-deoxy-6-phosphogalactonate aldolase
4.1.2.22,fructose-6-phosphate phosphoketolase
4.1.2.25,dihydroneopterin aldolase
4.1.2.27,sphinganine-1-phosphate aldolase
4.1.2.28,2-dehydro-3-deoxy-D-pentonate aldolase
4.1.2.29,5-dehydro-2-deoxyphosphogluconate aldolase
4.1.2.4,deoxyribose-phosphate aldolase
4.1.2.40,tagatose-bisphosphate aldolase
4.1.2.42,D-threonine aldolase
4.1.2.43,3-hexulose-6-phosphate synthase
4.1.2.44,"2,3-epoxybenzoyl-CoA dihydrolase"
4.1.2.48,low-specificity L-threonine aldolase
4.1.2.49,L-allo-threonine aldolase
4.1.2.50,6-carboxytetrahydropterin synthase
4.1.2.51,2-dehydro-3-deoxy-D-gluconate aldolase
4.1.2.52,4-hydroxy-2-oxoheptanedioate aldolase
4.1.2.53,2-keto-3-deoxy-L-rhamnonate aldolase
4.1.2.56,"2-amino-4,5-dihydroxy-6-oxo-7-(phosphooxy)heptanoate synthase"
4.1.2.57,sulfofructosephosphate aldolase
4.1.2.61,feruloyl-CoA hydratase/lyase
4.1.2.9,phosphoketolase
4.1.3.1,isocitrate lyase
4.1.3.16,4-Hydroxy-2-oxoglutarate aldolase
4.1.3.17,4-hydroxy-4-methyl-2-oxoglutarate aldolase
4.1.3.24,malyl-CoA lyase
4.1.3.25,(S)-citramalyl-CoA lyase
4.1.3.27,anthranilate synthase
4.1.3.3,N-acetylneuraminate lyase
4.1.3.30,Methylisocitrate lyase
4.1.3.32,"2,3-Dimethylmalate lyase"
4.1.3.34,citryl-CoA lyase
4.1.3.36,"1,4-dihydroxy-2-naphthoyl-CoA synthase"
4.1.3.38,aminodeoxychorismate lyase
4.1.3.39,4-hydroxy-2-oxovalerate aldolase
4.1.3.4,hydroxymethylglutaryl-CoA lyase
4.1.3.40,chorismate lyase
4.1.3.41,3-hydroxy-D-aspartate aldolase
4.1.3.42,(4S)-4-hydroxy-2-oxoglutarate aldolase
4.1.3.43,4-hydroxy-2-oxohexanoate aldolase
4.1.3.44,tRNA 4-demethylwyosine synthase (AdoMet-dependent)
4.1.3.45,3-hydroxybenzoate synthase
4.1.99.1,tryptophanase
4.1.99.11,benzylsuccinate synthase
4.1.99.12,"3,4-dihydroxy-2-butanone-4-phosphate synthase"
4.1.99.14,spore photoproduct lyase
4.1.99.17,phosphomethylpyrimidine synthase
4.1.99.19,2-iminoacetate synthase
4.1.99.2,tyrosine phenol-lyase
4.1.99.20,3-amino-4-hydroxybenzoate synthase
4.1.99.22,"GTP 3',8-cyclase"
4.1.99.23,5-hydroxybenzimidazole synthase
4.1.99.3,deoxyribodipyrimidine photo-lyase
4.1.99.5,aldehyde oxygenase (deformylating)
4.2.1.1,carbonic anhydrase
4.2.1.10,3-dehydroquinate dehydratase
4.2.1.103,cyclohexyl-isocyanide hydratase
4.2.1.104,cyanase
4.2.1.108,ectoine synthase
4.2.1.109,methylthioribulose 1-phosphate dehydratase
4.2.1.11,phosphopyruvate hydratase
4.2.1.113,o-succinylbenzoate synthase
4.2.1.114,methanogen homoaconitase
4.2.1.115,"UDP-N-acetylglucosamine 4,6-dehydratase (configuration-inverting)"
4.2.1.116,3-hydroxypropionyl-CoA dehydratase
4.2.1.117,2-methylcitrate dehydratase (2-methyl-trans-aconitate forming)
4.2.1.118,3-dehydroshikimate dehydratase
4.2.1.119,enoyl-CoA hydratase 2
4.2.1.12,phosphogluconate dehydratase
4.2.1.120,4-hydroxybutanoyl-CoA dehydratase
4.2.1.126,N-acetylmuramic acid 6-phosphate etherase
4.2.1.127,linalool dehydratase
4.2.1.129,squalene-hopanol cyclase
4.2.1.130,D-lactate dehydratase
4.2.1.132,"2-hydroxyhexa-2,4-dienoate hydratase"
4.2.1.135,"UDP-N-acetylglucosamine 4,6-dehydratase (configuration-retaining)"
4.2.1.136,ADP-dependent NAD(P)H-hydrate dehydratase
4.2.1.137,sporulenol synthase
4.2.1.140,gluconate/galactonate dehydratase
4.2.1.141,2-dehydro-3-deoxy-D-arabinonate dehydratase
4.2.1.147,"5,6,7,8-tetrahydromethanopterin hydro-lyase"
4.2.1.148,2-methylfumaryl-CoA hydratase
4.2.1.149,crotonobetainyl-CoA hydratase
4.2.1.151,chorismate dehydratase
4.2.1.153,3-methylfumaryl-CoA hydratase
4.2.1.155,(methylthio)acryloyl-CoA hydratase
4.2.1.156,L-talarate dehydratase
4.2.1.157,(R)-2-hydroxyisocaproyl-CoA dehydratase
4.2.1.159,"dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose 2,3-dehydratase"
4.2.1.160,"2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one isomerase/dehydratase"
4.2.1.164,"dTDP-4-dehydro-2,6-dideoxy-D-glucose 3-dehydratase"
4.2.1.167,(R)-2-hydroxyglutaryl-CoA dehydratase
4.2.1.17,enoyl-CoA hydratase
4.2.1.171,cis-L-3-hydroxyproline dehydratase
4.2.1.18,methylglutaconyl-CoA hydratase
4.2.1.19,imidazoleglycerol-phosphate dehydratase
4.2.1.2,fumarate hydratase
4.2.1.20,tryptophan synthase
4.2.1.22,cystathionine beta-synthase
4.2.1.24,porphobilinogen synthase
4.2.1.25,L-Arabinonate dehydratase
4.2.1.28,propanediol dehydratase
4.2.1.3,aconitate hydratase
4.2.1.30,glycerol dehydratase
4.2.1.32,L(+)-tartrate dehydratase
4.2.1.33,3-isopropylmalate dehydratase
4.2.1.35,(R)-2-methylmalate dehydratase
4.2.1.36,homoaconitate hydratase
4.2.1.40,glucarate dehydratase
4.2.1.41,5-dehydro-4-deoxyglucarate dehydratase
4.2.1.42,galactarate dehydratase
4.2.1.43,2-dehydro-3-deoxy-L-arabinonate dehydratase
4.2.1.44,myo-inosose-2 dehydratase
4.2.1.45,"CDP-glucose 4,6-dehydratase"
4.2.1.46,"dTDP-glucose 4,6-dehydratase"
4.2.1.47,"GDP-mannose 4,6-dehydratase"
4.2.1.48,D-glutamate cyclase
4.2.1.49,urocanate hydratase
4.2.1.5,Arabinonate dehydratase
4.2.1.51,prephenate dehydratase
4.2.1.53,oleate hydratase
4.2.1.54,lactoyl-CoA dehydratase
4.2.1.55,3-hydroxybutyryl-CoA dehydratase
4.2.1.56,itaconyl-CoA hydratase
4.2.1.57,Isohexenylglutaconyl-CoA hydratase
4.2.1.59,3-hydroxyacyl-[acyl-carrier-protein] dehydratase
4.2.1.6,galactonate dehydratase
4.2.1.68,L-fuconate dehydratase
4.2.1.7,altronate dehydratase
4.2.1.70,pseudouridylate synthase
4.2.1.75,uroporphyrinogen-III synthase
4.2.1.76,"UDP-glucose 4,6-dehydratase"
4.2.1.77,trans-L-3-hydroxyproline dehydratase
4.2.1.79,2-methylcitrate dehydratase
4.2.1.8,mannonate dehydratase
4.2.1.80,2-oxopent-4-enoate hydratase
4.2.1.81,D(-)-tartrate dehydratase
4.2.1.82,xylonate dehydratase
4.2.1.83,4-oxalomesaconate hydratase
4.2.1.84,nitrile hydratase
4.2.1.85,dimethylmaleate hydratase
4.2.1.9,dihydroxy-acid dehydratase
4.2.1.90,L-rhamnonate dehydratase
4.2.1.91,arogenate dehydratase
4.2.1.96,4a-hydroxytetrahydrobiopterin dehydratase
4.2.1.99,2-methylisocitrate dehydratase
4.2.2.1,hyaluronate lyase
4.2.2.10,pectin lyase
4.2.2.17,inulin fructotransferase (DFA-I-forming)
4.2.2.19,chondroitin B lyase
4.2.2.2,pectate lyase
4.2.2.20,chondroitin-sulfate-ABC endolyase
4.2.2.21,chondroitin-sulfate-ABC exolyase
4.2.2.23,rhamnogalacturonan endolyase
4.2.2.24,rhamnogalacturonan exolyase
4.2.2.26,oligo-alginate lyase
4.2.2.3,mannuronate-specific alginate lyase
4.2.2.5,chondroitin AC lyase
4.2.2.6,oligogalacturonide lyase
4.2.2.7,heparin lyase
4.2.2.8,heparin-sulfate lyase
4.2.2.9,pectate disaccharide-lyase
4.2.3.1,threonine synthase
4.2.3.12,6-pyruvoyltetrahydropterin synthase
4.2.3.130,tetraprenyl-beta-curcumene synthase
4.2.3.144,geranyllinalool synthase
4.2.3.152,2-epi-5-epi-valiolone synthase
4.2.3.153,(5-formylfuran-3-yl)methyl phosphate synthase
4.2.3.156,hydroxysqualene synthase
4.2.3.3,methylglyoxal synthase
4.2.3.4,3-dehydroquinate synthase
4.2.3.5,chorismate synthase
4.2.99.18,DNA-(apurinic or apyrimidinic site) lyase
4.2.99.20,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"
4.2.99.21,isochorismate lyase
4.3.1.1,aspartate ammonia-lyase
4.3.1.12,ornithine cyclodeaminase
4.3.1.14,3-Aminobutyryl-CoA ammonia-lyase
4.3.1.15,Diaminopropionate ammonia-lyase
4.3.1.17,L-serine ammonia-lyase
4.3.1.18,D-Serine ammonia-lyase
4.3.1.19,threonine ammonia-lyase
4.3.1.2,methylaspartate ammonia-lyase
4.3.1.23,tyrosine ammonia-lyase
4.3.1.24,phenylalanine ammonia-lyase
4.3.1.27,threo-3-hydroxy-D-aspartate ammonia-lyase
4.3.1.28,L-lysine cyclodeaminase
4.3.1.29,D-glucosaminate-6-phosphate ammonia-lyase
4.3.1.3,histidine ammonia-lyase
4.3.1.32,"7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase"
4.3.1.4,formimidoyltetrahydrofolate cyclodeaminase
4.3.1.7,ethanolamine ammonia-lyase
4.3.1.9,glucosaminate ammonia-lyase
4.3.2.1,argininosuccinate lyase
4.3.2.2,adenylosuccinate lyase
4.3.2.3,ureidoglycolate lyase
4.3.3.2,strictosidine synthase
4.3.3.6,pyridoxal 5'-phosphate synthase (glutamine hydrolysing)
4.3.3.7,4-hydroxy-tetrahydrodipicolinate synthase
4.3.99.3,7-carboxy-7-deazaguanine synthase
4.3.99.4,choline trimethylamine-lyase
4.4.1.1,cystathionine gamma-lyase
4.4.1.11,methionine gamma-lyase
4.4.1.13,cysteine-S-conjugate beta-lyase
4.4.1.15,D-cysteine desulfhydrase
4.4.1.16,selenocysteine lyase
4.4.1.19,phosphosulfolactate synthase
4.4.1.2,homocysteine desulfhydrase
4.4.1.21,S-ribosylhomocysteine lyase
4.4.1.22,S-(hydroxymethyl)glutathione synthase
4.4.1.23,2-hydroxypropyl-CoM lyase
4.4.1.24,(2R)-sulfolactate sulfo-lyase
4.4.1.25,L-cysteate sulfo-lyase
4.4.1.3,dimethylpropiothetin dethiomethylase
4.4.1.31,phycoerythrocyanin alpha-cysteine-84 phycoviolobilin lyase/isomerase
4.4.1.32,C-phycocyanin alpha-cysteine-84 phycocyanobilin lyase
4.4.1.36,hercynylcysteine S-oxide lyase
4.4.1.5,lactoylglutathione lyase
4.6.1.1,adenylate cyclase
4.6.1.12,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
4.6.1.13,phosphatidylinositol diacylglycerol-lyase
4.6.1.14,glycosylphosphatidylinositol diacylglycerol-lyase
4.6.1.15,FAD-AMP lyase (cyclizing)
4.6.1.16,tRNA-intron lyase
4.6.1.17,cyclic pyranopterin monophosphate synthase
4.6.1.19,ribonuclease T2
4.6.1.21,Enterobacter ribonuclease
4.6.1.24,ribonuclease T1
4.7.1.1,alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase
4.8.1.2,aliphatic aldoxime dehydratase
4.98.1.1,protoporphyrin ferrochelatase
4.99.1.11,sirohydrochlorin nickelchelatase
4.99.1.12,"pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase"
4.99.1.2,alkylmercury lyase
4.99.1.3,sirohydrochlorin cobaltochelatase
4.99.1.4,sirohydrochlorin ferrochelatase
4.99.1.9,coproporphyrin ferrochelatase
5.1.1.1,alanine racemase
5.1.1.12,ornithine racemase
5.1.1.13,aspartate racemase
5.1.1.17,isopenicillin-N epimerase
5.1.1.18,serine racemase
5.1.1.20,L-Ala-D/L-Glu epimerase
5.1.1.21,isoleucine 2-epimerase
5.1.1.22,4-hydroxyproline betaine 2-epimerase
5.1.1.3,glutamate racemase
5.1.1.4,proline racemase
5.1.1.5,lysine racemase
5.1.1.7,diaminopimelate epimerase
5.1.1.8,4-hydroxyproline epimerase
5.1.2.1,lactate racemase
5.1.2.2,mandelate racemase
5.1.2.3,3-hydroxybutyryl-CoA epimerase
5.1.2.7,tagaturonate epimerase
5.1.3.1,ribulose-phosphate 3-epimerase
5.1.3.10,CDP-paratose 2-epimerase
5.1.3.11,cellobiose epimerase
5.1.3.13,"dTDP-4-dehydrorhamnose 3,5-epimerase"
5.1.3.14,UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing)
5.1.3.15,glucose-6-phosphate 1-epimerase
5.1.3.2,UDP-glucose 4-epimerase
5.1.3.20,ADP-glyceromanno-heptose 6-epimerase
5.1.3.22,L-ribulose-5-phosphate 3-epimerase
5.1.3.23,"UDP-2,3-diacetamido-2,3-dideoxyglucuronic acid 2-epimerase"
5.1.3.24,N-acetylneuraminate epimerase
5.1.3.25,dTDP-L-rhamnose 4-epimerase
5.1.3.26,"N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase"
5.1.3.27,dTDP-4-dehydro-6-deoxy-D-glucose 3-epimerase
5.1.3.29,L-fucose mutarotase
5.1.3.3,Aldose 1-epimerase
5.1.3.30,D-psicose 3-epimerase
5.1.3.31,D-tagatose 3-epimerase
5.1.3.32,L-rhamnose mutarotase
5.1.3.33,2-epi-5-epi-valiolone epimerase
5.1.3.35,2-epi-5-epi-valiolone 7-phosphate 2-epimerase
5.1.3.37,mannuronan 5-epimerase
5.1.3.38,D-erythrulose 1-phosphate 3-epimerase
5.1.3.39,L-erythrulose 4-phosphate epimerase
5.1.3.4,L-ribulose-5-phosphate 4-epimerase
5.1.3.5,UDP-arabinose 4-epimerase
5.1.3.6,UDP-glucuronate 4-epimerase
5.1.3.7,UDP-N-acetylglucosamine 4-epimerase
5.1.3.8,N-acylglucosamine 2-epimerase
5.1.3.9,N-acylglucosamine-6-phosphate 2-epimerase
5.1.99.1,methylmalonyl-CoA epimerase
5.1.99.3,allantoin racemase
5.1.99.4,alpha-methylacyl-CoA racemase
5.1.99.6,NAD(P)H-hydrate epimerase
5.1.99.7,dihydroneopterin triphosphate 2'-epimerase
5.1.99.8,"7,8-dihydroneopterin epimerase"
5.2.1.1,maleate isomerase
5.2.1.13,prolycopene isomerase
5.2.1.2,maleylacetoacetate isomerase
5.2.1.4,maleylpyruvate isomerase
5.2.1.8,peptidylprolyl isomerase
5.3.1.1,triose-phosphate isomerase
5.3.1.12,glucuronate isomerase
5.3.1.13,arabinose-5-phosphate isomerase
5.3.1.14,L-rhamnose isomerase
5.3.1.15,D-lyxose ketol-isomerase
5.3.1.16,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
5.3.1.17,5-dehydro-4-deoxy-D-glucuronate isomerase
5.3.1.22,Hydroxypyruvate isomerase
5.3.1.23,S-methyl-5-thioribose-1-phosphate isomerase
5.3.1.24,phosphoribosylanthranilate isomerase
5.3.1.25,L-fucose isomerase
5.3.1.26,galactose-6-phosphate isomerase
5.3.1.27,6-phospho-3-hexuloisomerase
5.3.1.28,D-sedoheptulose 7-phosphate isomerase
5.3.1.29,"ribose 1,5-bisphosphate isomerase"
5.3.1.3,D-arabinose isomerase
5.3.1.30,5-deoxy-glucuronate isomerase
5.3.1.31,sulfoquinovose isomerase
5.3.1.32,"(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase"
5.3.1.33,L-erythrulose 1-phosphate isomerase
5.3.1.34,D-erythrulose 4-phosphate isomerase
5.3.1.35,2-dehydrotetronate isomerase
5.3.1.4,L-arabinose isomerase
5.3.1.5,xylose isomerase
5.3.1.6,ribose-5-phosphate isomerase
5.3.1.8,mannose-6-phosphate isomerase
5.3.1.9,glucose-6-phosphate isomerase
5.3.2.1,phenylpyruvate tautomerase
5.3.2.5,"2,3-diketo-5-methylthiopentyl-1-phosphate enolase"
5.3.2.6,2-hydroxymuconate tautomerase
5.3.2.8,4-oxalomesaconate tautomerase
5.3.3.1,steroid DELTA-isomerase
5.3.3.10,5-carboxymethyl-2-hydroxymuconate DELTA-isomerase
5.3.3.14,trans-2-decenoyl-[acyl-carrier protein] isomerase
5.3.3.17,"trans-2,3-dihydro-3-hydroxyanthranilate isomerase"
5.3.3.18,"2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase"
5.3.3.19,"3-[(4R)-4-hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate isomerase"
5.3.3.2,isopentenyl-diphosphate DELTA-isomerase
5.3.3.3,vinylacetyl-CoA DELTA-isomerase
5.3.3.4,muconolactone DELTA-isomerase
5.3.3.6,methylitaconate DELTA-isomerase
5.3.3.7,aconitate DELTA-isomerase
5.3.3.8,DELTA3-DELTA2-enoyl-CoA isomerase
5.3.4.1,protein disulfide-isomerase
5.3.99.10,thiazole tautomerase
5.3.99.11,2-keto-myo-inositol isomerase
5.4.1.3,2-methylfumaryl-CoA isomerase
5.4.1.4,D-galactarolactone isomerase
5.4.2.10,phosphoglucosamine mutase
5.4.2.11,"phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)"
5.4.2.12,"phosphoglycerate mutase (2,3-diphosphoglycerate-independent)"
5.4.2.2,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)"
5.4.2.6,beta-Phosphoglucomutase
5.4.2.7,phosphopentomutase
5.4.2.8,phosphomannomutase
5.4.2.9,phosphoenolpyruvate mutase
5.4.3.2,"lysine 2,3-aminomutase"
5.4.3.3,"lysine 5,6-aminomutase"
5.4.3.5,"D-ornithine 4,5-aminomutase"
5.4.3.8,"glutamate-1-semialdehyde 2,1-aminomutase"
5.4.3.9,"glutamate 2,3-aminomutase"
5.4.4.1,(hydroxyamino)benzene mutase
5.4.4.2,isochorismate synthase
5.4.4.3,3-(hydroxyamino)phenol mutase
5.4.4.4,geraniol isomerase
5.4.99.1,methylaspartate mutase
5.4.99.12,tRNA pseudouridine38-40 synthase
5.4.99.13,isobutyryl-CoA mutase
5.4.99.15,(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase
5.4.99.16,maltose alpha-D-glucosyltransferase
5.4.99.17,squalene-hopene cyclase
5.4.99.18,5-(carboxyamino)imidazole ribonucleotide mutase
5.4.99.19,16S rRNA pseudouridine516 synthase
5.4.99.2,methylmalonyl-CoA mutase
5.4.99.20,23S rRNA pseudouridine2457 synthase
5.4.99.21,23S rRNA pseudouridine2604 synthase
5.4.99.22,23S rRNA pseudouridine2605 synthase
5.4.99.23,23S rRNA pseudouridine1911/1915/1917 synthase
5.4.99.24,23S rRNA pseudouridine955/2504/2580 synthase
5.4.99.25,tRNA pseudouridine55 synthase
5.4.99.26,tRNA pseudouridine65 synthase
5.4.99.27,tRNA pseudouridine13 synthase
5.4.99.28,tRNA pseudouridine32 synthase
5.4.99.29,23S rRNA pseudouridine746 synthase
5.4.99.4,2-methyleneglutarate mutase
5.4.99.5,chorismate mutase
5.4.99.58,methylornithine synthase
5.4.99.60,cobalt-precorrin-8 methylmutase
5.4.99.61,precorrin-8X methylmutase
5.4.99.62,D-ribose pyranase
5.4.99.63,ethylmalonyl-CoA mutase
5.4.99.7,Lanosterol synthase
5.4.99.9,UDP-galactopyranose mutase
5.5.1.1,Muconate cycloisomerase
5.5.1.16,halimadienyl-diphosphate synthase
5.5.1.18,lycopene epsilon-cyclase
5.5.1.19,lycopene beta-cyclase
5.5.1.2,"3-Carboxy-cis,cis-muconate cycloisomerase"
5.5.1.24,tocopherol cyclase
5.5.1.25,"3,6-anhydro-L-galactonate cycloisomerase"
5.5.1.27,D-galactarolactone cycloisomerase
5.5.1.4,inositol-3-phosphate synthase
5.5.1.7,Chloromuconate cycloisomerase
5.6.2.1,DNA topoisomerase
5.6.2.2,DNA topoisomerase (ATP-hydrolysing)
5.6.2.3,DNA 5'-3' helicase
5.6.2.4,DNA 3'-5' helicase
5.99.1.4,2-hydroxychromene-2-carboxylate isomerase
6.1.1.1,tyrosine-tRNA ligase
6.1.1.10,methionine-tRNA ligase
6.1.1.11,serine-tRNA ligase
6.1.1.12,aspartate-tRNA ligase
6.1.1.13,D-alanine-poly(phosphoribitol) ligase
6.1.1.14,glycine-tRNA ligase
6.1.1.15,proline-tRNA ligase
6.1.1.16,cysteine-tRNA ligase
6.1.1.17,glutamate-tRNA ligase
6.1.1.18,glutamine-tRNA ligase
6.1.1.19,arginine-tRNA ligase
6.1.1.2,tryptophan-tRNA ligase
6.1.1.20,phenylalanine-tRNA ligase
6.1.1.21,histidine-tRNA ligase
6.1.1.22,asparagine-tRNA ligase
6.1.1.23,aspartate-tRNAAsn ligase
6.1.1.24,glutamate-tRNAGln ligase
6.1.1.26,pyrrolysine-tRNAPyl ligase
6.1.1.27,O-phospho-L-serine-tRNA ligase
6.1.1.3,threonine-tRNA ligase
6.1.1.4,leucine-tRNA ligase
6.1.1.5,isoleucine-tRNA ligase
6.1.1.6,lysine-tRNA ligase
6.1.1.7,alanine-tRNA ligase
6.1.1.9,valine-tRNA ligase
6.1.2.1,D-alanine-(R)-lactate ligase
6.1.3.1,olefin beta-lactone synthetase
6.2.1.1,acetate-CoA ligase
6.2.1.13,acetate-CoA ligase (ADP-forming)
6.2.1.14,6-carboxyhexanoate-CoA ligase
6.2.1.16,acetoacetate-CoA ligase
6.2.1.17,propionate-CoA ligase
6.2.1.19,long-chain-fatty-acid-protein ligase
6.2.1.2,medium-chain acyl-CoA ligase
6.2.1.20,long-chain-fatty-acid-[acyl-carrier-protein] ligase
6.2.1.22,[citrate (pro-3S)-lyase] ligase
6.2.1.25,benzoate-CoA ligase
6.2.1.26,O-succinylbenzoate-CoA ligase
6.2.1.3,long-chain-fatty-acid-CoA ligase
6.2.1.30,phenylacetate-CoA ligase
6.2.1.31,2-furoate-CoA ligase
6.2.1.32,anthranilate-CoA ligase
6.2.1.34,trans-feruloyl-CoA synthase
6.2.1.35,acetate-[acyl-carrier protein] ligase
6.2.1.36,3-hydroxypropionyl-CoA synthase
6.2.1.4,succinate-CoA ligase (GDP-forming)
6.2.1.41,"3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoate-CoA ligase"
6.2.1.42,3-oxocholest-4-en-26-oate-CoA ligase
6.2.1.43,2-hydroxy-7-methoxy-5-methyl-1-naphthoate-CoA ligase
6.2.1.44,3-(methylthio)propionyl-CoA ligase
