covered_ec_count,pathway_id,pathway_name,total_ec_count,pathway_ec,covered_ec,covered_ratio
4.0,PWY3O-19,ubiquinol-6 biosynthesis (late decarboxylation),8.0,"1.14.99.60,1.14.13,2.1.1.64,4.1.1,1.14.15.M7,2.1.1.114,2.5.1.39,2.1.1.201","2.5.1.39,2.1.1.201,2.1.1.64,2.1.1.114",0.5
4.0,PWY-7230,ubiquinol-6 biosynthesis from 4-aminobenzoate (yeast),8.0,"1.14.99.60,1.14.13,2.1.1.64,1.14.15.M57,4.1.1,2.1.1.114,2.5.1.39,2.1.1.201","2.5.1.39,2.1.1.201,2.1.1.64,2.1.1.114",0.5
3.0,PWY-7219,adenosine ribonucleotides de novo biosynthesis,3.0,"6.3.4.4,4.3.2.2,2.7.4.3","2.7.4.3,6.3.4.4,4.3.2.2",1.0
2.0,PWY-7227,adenosine deoxyribonucleotides de novo biosynthesis I,2.0,"1.17.4.1,2.7.4.6","1.17.4.1,2.7.4.6",1.0
4.0,PWY-7216,(R)- and (S)-3-hydroxybutanoate biosynthesis (engineered),5.0,"1.1.1.35,1.1.1.36,3.1.2,2.3.1.16,2.3.1.9","1.1.1.36,1.1.1.35,2.3.1.9,2.3.1.16",0.8
11.0,CALVIN-PWY,Calvin-Benson-Bassham cycle,11.0,"2.2.1.1,3.1.3.11,5.3.1.1,2.7.2.3,5.1.3.1,4.1.2.13,1.2.1.13,2.7.1.19,3.1.3.37,5.3.1.6,4.1.1.39","2.2.1.1,1.2.1.13,2.7.1.19,5.3.1.1,5.3.1.6,4.1.2.13,3.1.3.11,3.1.3.37,5.1.3.1,2.7.2.3,4.1.1.39",1.0
6.0,PWY-5686,UMP biosynthesis I,6.0,"6.3.5.5,1.3.5.2,4.1.1.23,3.5.2.3,2.4.2.10,2.1.3.2","2.4.2.10,3.5.2.3,1.3.5.2,2.1.3.2,6.3.5.5,4.1.1.23",1.0
7.0,PWY-7184,pyrimidine deoxyribonucleotides de novo biosynthesis I,9.0,"1.17.4.1,2.7.4.12,2.7.4.13,2.7.4.9,2.1.1.45,3.6.1.15,2.7.4.6,3.6.1.23,3.6.1.9","3.6.1.23,2.7.4.6,3.6.1.9,3.6.1.15,1.17.4.1,2.1.1.45,2.7.4.9",0.7777777777777778
4.0,PWY-7176,UTP and CTP de novo biosynthesis,4.0,"2.7.4.22,2.7.4.14,6.3.4.2,2.7.4.6","6.3.4.2,2.7.4.14,2.7.4.22,2.7.4.6",1.0
3.0,PWY0-1295,pyrimidine ribonucleosides degradation,3.0,"2.4.2.2,2.4.2.3,3.5.4.5","2.4.2.3,2.4.2.2,3.5.4.5",1.0
3.0,PWY-3982,uracil degradation I (reductive),3.0,"1.3.1.2,3.5.1.6,3.5.2.2","3.5.1.6,1.3.1.2,3.5.2.2",1.0
1.0,PWY-7183,pyrimidine nucleobases salvage I,1.0,2.4.2.9,2.4.2.9,1.0
4.0,PWY-7197,pyrimidine deoxyribonucleotide phosphorylation,7.0,"2.7.4.12,2.7.4.13,2.7.4.9,2.7.4.6,2.7.4.25,2.7.4.14,2.7.4.13","2.7.4.25,2.7.4.14,2.7.4.9,2.7.4.6",0.5714285714285714
4.0,PWY-7199,pyrimidine deoxyribonucleosides salvage,5.0,"2.1.1.45,2.7.1.74,3.5.4.5,2.7.1.145,2.7.1.21","2.7.1.21,2.1.1.45,3.5.4.5,2.7.1.74",0.8
3.0,PWY-7205,CMP phosphorylation,3.0,"2.7.4.14,2.7.4.25,2.7.4.6","2.7.4.25,2.7.4.14,2.7.4.6",1.0
3.0,PWY-7193,pyrimidine ribonucleosides salvage I,4.0,"2.7.1.48,3.5.4.5,2.7.1.48,2.7.1.213","3.5.4.5,2.7.1.48,2.7.1.213",0.75
1.0,PWY-6556,pyrimidine ribonucleosides salvage II,2.0,"3.2.2.3,3.5.4.5",3.5.4.5,0.5
1.0,PWY1F-467,"phenylpropanoid biosynthesis, initial reactions",3.0,"4.3.1.25,4.3.1.24,1.14.14.91",4.3.1.24,0.3333333333333333
3.0,PWY-6458,benzoyl-CoA biosynthesis,3.0,"1.1.1.35,2.3.1.16,4.2.1.17","1.1.1.35,4.2.1.17,2.3.1.16",1.0
8.0,NONMEVIPP-PWY,methylerythritol phosphate pathway I,8.0,"2.7.1.148,1.1.1.267,2.2.1.7,2.7.7.60,5.3.3.2,1.17.7.3,1.17.7.4,4.6.1.12","2.7.7.60,2.2.1.7,1.17.7.3,5.3.3.2,2.7.1.148,1.17.7.4,1.1.1.267,4.6.1.12",1.0
1.0,PWY-5670,epoxysqualene biosynthesis,2.0,"1.14.14.17,2.5.1.103",2.5.1.103,0.5
2.0,PWY-7154,ergosterol biosynthesis II,9.0,"1.14.14.154,1.3.1,1.14.19.20,4.4.1,2.1.1.142,1.14.18,4.1.1,5.3.3,1.3.1.70","1.14.19.20,1.14.14.154",0.2222222222222222
13.0,PHOTOALL-PWY,oxygenic photosynthesis,15.0,"2.2.1.1,3.1.3.11,5.3.1.1,1.18.1.2,2.7.2.3,1.97.1.12,5.1.3.1,4.1.2.13,7.1.1.6,1.2.1.13,1.10.3.9,2.7.1.19,3.1.3.37,5.3.1.6,4.1.1.39","2.2.1.1,1.2.1.13,2.7.1.19,5.3.1.1,5.3.1.6,1.18.1.2,4.1.2.13,7.1.1.6,3.1.3.11,3.1.3.37,5.1.3.1,2.7.2.3,4.1.1.39",0.8666666666666667
4.0,PWY-6942,dTDP-D-desosamine biosynthesis,6.0,"2.1.1.234,4.3.1.30,2.6.1.33,4.2.1.46,2.7.7.24,2.6.1.106","2.6.1.106,2.6.1.33,4.2.1.46,2.7.7.24",0.6666666666666666
1.0,AMMOXID-PWY,ammonia oxidation I (aerobic),2.0,"1.14.99.39,1.7.2.6",1.7.2.6,0.5
11.0,PWY-5744,glyoxylate assimilation,13.0,"4.2.1.1,1.2.1.75,1.3.1.84,4.2.1.148,2.1.3.15,4.1.3.25,4.2.1.153,1.1.1.298,4.1.3.24,4.2.1.116,5.4.1.3,6.3.4.14,6.2.1.36","2.1.3.15,4.2.1.1,4.1.3.25,1.3.1.84,5.4.1.3,6.3.4.14,4.2.1.116,6.2.1.36,4.1.3.24,4.2.1.148,4.2.1.153",0.8461538461538461
11.0,PWY-5743,3-hydroxypropanoate cycle,13.0,"4.2.1.1,1.2.1.75,1.3.1.84,6.4.1.3,2.1.3.15,1.1.1.298,4.1.3.24,2.8.3.22,4.2.1.116,6.3.4.14,5.1.99.1,6.2.1.36,5.4.99.2","2.1.3.15,5.1.99.1,4.2.1.1,1.3.1.84,5.4.99.2,6.3.4.14,4.2.1.116,6.2.1.36,4.1.3.24,2.8.3.22,6.4.1.3",0.8461538461538461
2.0,PWY-6131,glycerol degradation II,2.0,"1.1.1.6,2.7.1.29","1.1.1.6,2.7.1.29",1.0
6.0,UDPNACETYLGALSYN-PWY,UDP-N-acetyl-D-glucosamine biosynthesis II,7.0,"2.7.1.1,2.7.1.2,2.6.1.16,2.3.1.4,5.4.2.3,2.7.7.23,5.3.1.9","2.6.1.16,2.7.1.2,2.7.7.23,5.3.1.9,2.3.1.4,2.7.1.1",0.8571428571428571
3.0,PWY0-1182,trehalose degradation II (cytosolic),3.0,"2.7.1.1,2.7.1.2,3.2.1.28","2.7.1.2,3.2.1.28,2.7.1.1",1.0
1.0,PWY-6975,superpathway of erythromycin biosynthesis (without sugar biosynthesis),6.0,"2.4.1.278,2.4.1.328,2.1.1.254,2.3.1.94,1.14.15.35,1.14.13.154",2.1.1.254,0.16666666666666666
1.0,PWY-7108,erythromycin A biosynthesis,2.0,"2.1.1.254,1.14.13.154",2.1.1.254,0.5
1.0,GLNSYN-PWY,L-glutamine biosynthesis I,1.0,6.3.1.2,6.3.1.2,1.0
1.0,GLUGLNSYN-PWY,L-glutamate biosynthesis IV,1.0,1.4.1.14,1.4.1.14,1.0
3.0,PWY-6965,methylamine degradation II,3.0,"6.3.4.12,1.5.99.5,2.1.1.21","6.3.4.12,2.1.1.21,1.5.99.5",1.0
2.0,PWY-6968,trimethylamine degradation,3.0,"4.1.2.32,1.14.13.238,1.14.13.148","1.14.13.148,1.14.13.238",0.6666666666666666
5.0,PWY-5415,catechol degradation I (meta-cleavage pathway),5.0,"3.7.1.9,4.2.1.80,1.13.11.2,1.2.1.10,4.1.3.39","3.7.1.9,1.13.11.2,4.1.3.39,1.2.1.10,4.2.1.80",1.0
6.0,PWY-5417,catechol degradation III (ortho-cleavage pathway),6.0,"5.3.3.4,3.1.1.24,5.5.1.1,2.3.1.174,2.8.3.6,1.13.11.1","1.13.11.1,2.8.3.6,5.3.3.4,3.1.1.24,5.5.1.1,2.3.1.174",1.0
1.0,PWY-6183,salicylate degradation I,1.0,1.14.13.1,1.14.13.1,1.0
3.0,PWY-5427,naphthalene degradation (aerobic),6.0,"1.3.1.29,1.14.12.12,5.99.1.4,1.2.1.65,1.13.11.56,4.1.2.45","1.3.1.29,1.14.12.12,5.99.1.4",0.5
3.0,TOLUENE-DEG-DIOL-PWY,toluene degradation to 2-hydroxypentadienoate (via toluene-cis-diol),4.0,"1.3.1.19,1.13.11.2,1.14.12.11,3.7.1.25","1.13.11.2,1.3.1.19,1.14.12.11",0.75
3.0,PWY-6336,protocatechuate degradation III (para-cleavage pathway),4.0,"1.13.11,4.1.1.77,1.2.1.85,5.3.2.6","5.3.2.6,4.1.1.77,1.2.1.85",0.75
6.0,PWY-6946,cholesterol degradation to androstenedione II (cholesterol dehydrogenase),11.0,"1.3.99,5.3.3.1,2.3.1.176,4.2.1,2.3.1.16,2.3.1,1.1.1,6.2.1.42,1.1.1.35,5.1.99.4,1.1.1.145","5.3.3.1,1.1.1.35,2.3.1.16,1.1.1.145,5.1.99.4,6.2.1.42",0.5454545454545454
2.0,PWY-6943,testosterone and androsterone degradation to androstendione (aerobic),6.0,"1.3.99.5,1.1.1.357,1.1.1.213,1.1.1.209,1.1.1.50,1.1.1.51","1.1.1.51,1.3.99.5",0.3333333333333333
13.0,PWY-6944,androstenedione degradation I (aerobic),20.0,"1.14.15.30,1.3.99,4.2.1.132,2.3.1,1.3.8,4.2.1.119,1.13.11.25,3.7.1.17,1.3.99.4,6.2.1.41,1.2.1.87,1.1.1,4.1.99,1.3.1,4.2.1,2.3.1.16,4.1.3.43,1.1.1.145,1.14.14.12,1.1.1.35","1.1.1.35,1.14.15.30,4.1.3.43,1.1.1.145,1.2.1.87,1.3.99.4,6.2.1.41,4.2.1.119,3.7.1.17,1.13.11.25,1.14.14.12,4.2.1.132,2.3.1.16",0.65
5.0,PWY-6945,cholesterol degradation to androstenedione I (cholesterol oxidase),10.0,"1.3.99,5.3.3.1,2.3.1.176,4.2.1,2.3.1.16,2.3.1,1.1.1,6.2.1.42,1.1.1.35,1.1.3.6","5.3.3.1,1.1.1.35,1.1.3.6,6.2.1.42,2.3.1.16",0.5
7.0,PENTOSE-P-PWY,pentose phosphate pathway,7.0,"2.2.1.2,1.1.1.44,2.2.1.1,3.1.1.31,5.1.3.1,1.1.1.49,5.3.1.6","2.2.1.1,3.1.1.31,1.1.1.49,5.3.1.6,2.2.1.2,5.1.3.1,1.1.1.44",1.0
2.0,PWY-6910,hydroxymethylpyrimidine salvage,2.0,"2.7.1.49,2.7.4.7","2.7.4.7,2.7.1.49",1.0
2.0,PWY-6893,thiamine diphosphate biosynthesis II (Bacillus),2.0,"2.7.4.16,2.5.1.3","2.7.4.16,2.5.1.3",1.0
2.0,PWY-6890,4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis I,2.0,"2.7.4.7,4.1.99.17","4.1.99.17,2.7.4.7",1.0
4.0,PWY-6891,thiazole component of thiamine diphosphate biosynthesis II,4.0,"2.7.7.73,2.8.1.10,5.3.99.10,2.2.1.7","2.7.7.73,2.8.1.10,2.2.1.7,5.3.99.10",1.0
4.0,PWY-6883,pyruvate fermentation to butanol II (engineered),7.0,"1.3.1.44,1.1.1,4.2.1.150,1.1.1.35,1.2.1.57,2.3.1.16,2.3.1.9","1.1.1.35,2.3.1.9,2.3.1.16,1.3.1.44",0.5714285714285714
2.0,CO2FORM-PWY,methanogenesis from methanol,2.0,"2.1.1.90,2.1.1.246","2.1.1.90,2.1.1.246",1.0
6.0,METHANOGENESIS-PWY,methanogenesis from H2 and CO2,6.0,"2.3.1.101,1.2.7.12,3.5.4.27,2.1.1.86,1.12.98.2,1.5.98.2","1.5.98.2,1.12.98.2,2.3.1.101,1.2.7.12,3.5.4.27,2.1.1.86",1.0
1.0,PWY-5247,methanogenesis from methylamine,2.0,"2.1.1.247,2.1.1.248",2.1.1.248,0.5
6.0,METH-ACETATE-PWY,methanogenesis from acetate,7.0,"2.7.2.15,2.7.2.1,2.1.1,2.1.1.245,1.2.7.4,2.3.1.8,2.3.1.169","2.7.2.15,2.3.1.8,2.1.1.245,1.2.7.4,2.7.2.1,2.3.1.169",0.8571428571428571
1.0,PWY-5250,methanogenesis from trimethylamine,2.0,"2.1.1.247,2.1.1.250",2.1.1.250,0.5
1.0,METHFORM-PWY,methyl-coenzyme M reduction to methane,1.0,2.8.4.1,2.8.4.1,1.0
1.0,PWY-5248,methanogenesis from dimethylamine,2.0,"2.1.1.247,2.1.1.249",2.1.1.249,0.5
1.0,PWY-6759,hydrogen production III,1.0,1.12.7.2,1.12.7.2,1.0
1.0,PWY-6758,hydrogen production II,1.0,1.12.1.2,1.12.1.2,1.0
2.0,PWY-5278,sulfite oxidation III,2.0,"2.7.7.4,1.8.99.2","2.7.7.4,1.8.99.2",1.0
1.0,PWY-7457,sulfite oxidation V (SoeABC),1.0,1.8.5.6,1.8.5.6,1.0
1.0,P222-PWY,sulfide oxidation I (to sulfur globules),1.0,1.8.5.4,1.8.5.4,1.0
2.0,PWY-6661,4-hydroxy-2(1H)-quinolone biosynthesis,2.0,"4.1.3.27,6.2.1.32","6.2.1.32,4.1.3.27",1.0
3.0,PWY-6660,2-heptyl-3-hydroxy-4(1H)-quinolone biosynthesis,3.0,"3.1.2.32,1.14.13.182,6.2.1.32","6.2.1.32,3.1.2.32,1.14.13.182",1.0
3.0,PWY-6637,sulfolactate degradation II,4.0,"4.1.1.79,1.1.1,2.3.1.8,2.3.3.15","4.1.1.79,2.3.1.8,2.3.3.15",0.75
2.0,PWY-6638,sulfolactate degradation III,3.0,"4.4.1.25,1.1.1,2.6.1.1","2.6.1.1,4.4.1.25",0.6666666666666666
2.0,PWY-6538,"caffeine degradation III (bacteria, via demethylation)",5.0,"1.17.3.2,1.14.13.179,1.14.13.178,1.14.13.128,1.17.1.4","1.17.3.2,1.17.1.4",0.4
4.0,TYRSYN,L-tyrosine biosynthesis I,6.0,"5.4.99.5,1.3.1.12,2.6.1.1,2.6.1.57,2.6.1.5,2.6.1.27","5.4.99.5,2.6.1.57,2.6.1.1,1.3.1.12",0.6666666666666666
7.0,ARO-PWY,chorismate biosynthesis I,7.0,"1.1.1.25,2.7.1.71,2.5.1.54,4.2.3.4,4.2.3.5,2.5.1.19,4.2.1.10","2.7.1.71,1.1.1.25,4.2.1.10,2.5.1.54,4.2.3.5,2.5.1.19,4.2.3.4",1.0
4.0,TRPSYN-PWY,L-tryptophan biosynthesis,6.0,"5.3.1.24,4.2.1.122,4.1.2.8,4.1.3.27,2.4.2.18,4.1.1.48","4.1.3.27,2.4.2.18,5.3.1.24,4.1.1.48",0.6666666666666666
4.0,PHESYN,L-phenylalanine biosynthesis I,5.0,"5.4.99.5,2.6.1.1,2.6.1.57,2.6.1.27,4.2.1.51","5.4.99.5,2.6.1.57,2.6.1.1,4.2.1.51",0.8
3.0,PWY-6614,tetrahydrofolate biosynthesis I,3.0,"6.3.2.12,1.5.1.3,2.5.1.15","2.5.1.15,6.3.2.12,1.5.1.3",1.0
4.0,PWY-6147,6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,5.0,"4.1.2.25,2.7.6.3,3.6.1,3.6.1.67,3.5.4.16","4.1.2.25,3.6.1.67,3.5.4.16,2.7.6.3",0.8
9.0,PWY-6594,superpathway of Clostridium acetobutylicum solventogenic fermentation,13.0,"1.3.1.109,1.1.1,4.2.1.150,1.1.1.1,1.2.7.1,1.1.1.35,1.1.1.2,1.2.1.57,1.2.1.10,2.8.3.9,4.1.1.4,2.3.1.16,2.3.1.9","1.1.1.35,2.8.3.9,1.2.1.10,1.2.7.1,1.1.1.1,1.1.1.2,4.1.1.4,2.3.1.9,2.3.1.16",0.6923076923076923
9.0,PWY-6590,superpathway of Clostridium acetobutylicum acidogenic fermentation,12.0,"2.7.2.15,2.7.2.1,1.3.1.109,2.7.2.14,2.7.2.7,4.2.1.150,1.2.7.1,1.1.1.35,2.3.1.19,2.3.1.8,2.3.1.16,2.3.1.9","1.1.1.35,2.3.1.19,2.3.1.8,2.7.2.7,1.2.7.1,2.7.2.1,2.3.1.9,2.7.2.15,2.3.1.16",0.75
4.0,PWY-6606,guanosine nucleotides degradation II,4.0,"3.2.2.1,3.1.3.5,3.5.4.3,1.17.1.4","3.2.2.1,1.17.1.4,3.1.3.5,3.5.4.3",1.0
3.0,PWY-6607,guanosine nucleotides degradation I,4.0,"3.2.2.1,3.5.4.15,3.1.3.5,1.17.1.4","3.2.2.1,1.17.1.4,3.1.3.5",0.75
5.0,PWY-6583,pyruvate fermentation to butanol I,9.0,"1.3.1.109,1.1.1,4.2.1.150,1.2.7.1,1.1.1.35,1.2.1.57,1.1.1.2,2.3.1.16,2.3.1.9","1.1.1.35,1.2.7.1,1.1.1.2,2.3.1.9,2.3.1.16",0.5555555555555556
5.0,PWY-6588,pyruvate fermentation to acetone,5.0,"1.2.7.1,2.8.3.9,4.1.1.4,2.3.1.16,2.3.1.9","2.8.3.9,1.2.7.1,4.1.1.4,2.3.1.9,2.3.1.16",1.0
3.0,PWY-6587,pyruvate fermentation to ethanol III,3.0,"1.2.7.1,1.1.1.1,1.2.1.10","1.1.1.1,1.2.1.10,1.2.7.1",1.0
1.0,PWY-6618,guanine and guanosine salvage III,1.0,2.7.1.73,2.7.1.73,1.0
2.0,PWY-6566,chondroitin biosynthesis,3.0,"2.4.1.175,2.4.1.174,2.4.1.226","2.4.1.175,2.4.1.226",0.6666666666666666
6.0,PWY-6562,norspermidine biosynthesis,6.0,"2.6.1.76,4.1.1.96,4.1.1.86,1.2.1.11,2.7.2.4,1.5.1.43","1.2.1.11,2.6.1.76,4.1.1.96,2.7.2.4,1.5.1.43,4.1.1.86",1.0
4.0,PWY-6559,spermidine biosynthesis II,4.0,"1.2.1.11,4.1.1.96,2.7.2.4,1.5.1.43","4.1.1.96,1.2.1.11,1.5.1.43,2.7.2.4",1.0
1.0,PWY-6557,glycosaminoglycan-protein linkage region biosynthesis,4.0,"2.4.1.134,2.4.1.133,2.4.1.135,2.4.2.26",2.4.2.26,0.25
2.0,PWY-699,brassinolide biosynthesis I,11.0,"1.1,1.14.14.147,5.3.3.1,1.1.99.M2,1.14.99,1.14.14.M54,1.14.19.79,1.3.1.22,1.14.14.180,1.1.1.357,1.14.14.178","5.3.3.1,1.3.1.22",0.18181818181818182
2.0,PWY-2582,brassinolide biosynthesis II,10.0,"1.1,1.14.14.147,5.3.3.1,1.1.99.M2,1.14.14.M54,1.14.14.178,1.3.1.22,1.14.14.180,1.1.1.357,1.14.19.79","5.3.3.1,1.3.1.22",0.2
1.0,PWY-8254,bile acids 7-O epimerization,2.0,"1.1.1.201,1.1.1.159",1.1.1.159,0.5
2.0,GLUAMCAT-PWY,N-acetylglucosamine degradation I,2.0,"3.5.1.25,3.5.99.6","3.5.1.25,3.5.99.6",1.0
4.0,PWY-6507,4-deoxy-L-threo-hex-4-enopyranuronate degradation,6.0,"4.1.2.55,4.1.2.14,2.7.1.178,2.7.1.45,5.3.1.17,1.1.1.127","2.7.1.45,5.3.1.17,4.1.2.14,1.1.1.127",0.6666666666666666
5.0,PWY-6486,D-galacturonate degradation II,5.0,"5.4.1.4,4.2.1.41,1.1.1.203,5.5.1.27,1.2.1.26","5.5.1.27,5.4.1.4,1.1.1.203,4.2.1.41,1.2.1.26",1.0
5.0,GALACTUROCAT-PWY,D-galacturonate degradation I,7.0,"4.2.1.7,2.7.1.178,2.7.1.45,5.3.1.12,1.1.1.58,4.1.2.55,4.1.2.14","4.2.1.7,5.3.1.12,1.1.1.58,4.1.2.14,2.7.1.45",0.7142857142857143
3.0,PWY-6497,D-galactarate degradation II,3.0,"4.2.1.42,4.2.1.41,1.2.1.26","4.2.1.42,1.2.1.26,4.2.1.41",1.0
4.0,GALACTARDEG-PWY,D-galactarate degradation I,4.0,"4.2.1.42,1.1.1.60,4.1.2.20,2.7.1.165","1.1.1.60,4.2.1.42,2.7.1.165,4.1.2.20",1.0
5.0,PWY-6501,D-glucuronate degradation II,5.0,"5.4.1.4,4.2.1.41,1.1.1.203,5.5.1.27,1.2.1.26","5.5.1.27,5.4.1.4,1.1.1.203,4.2.1.41,1.2.1.26",1.0
4.0,GLUCARDEG-PWY,D-glucarate degradation I,4.0,"4.2.1.40,1.1.1.60,4.1.2.20,2.7.1.165","1.1.1.60,2.7.1.165,4.1.2.20,4.2.1.40",1.0
3.0,PWY-6499,D-glucarate degradation II,3.0,"4.2.1.40,4.2.1.41,1.2.1.26","1.2.1.26,4.2.1.41,4.2.1.40",1.0
8.0,PWY-6386,UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing),8.0,"5.1.1.3,2.5.1.7,6.3.2.9,6.3.2.4,1.3.1.98,6.3.2.8,6.3.2.10,6.3.2.7","6.3.2.10,1.3.1.98,6.3.2.4,6.3.2.7,5.1.1.3,6.3.2.8,2.5.1.7,6.3.2.9",1.0
1.0,PWY-6461,peptidoglycan cross-bridge biosynthesis II (E. faecium),2.0,"6.3.1.12,6.3.1",6.3.1.12,0.5
1.0,PWY-6457,cinnamoyl-CoA biosynthesis,3.0,"6.2.1,4.3.1.25,4.3.1.24",4.3.1.24,0.3333333333333333
4.0,PWY-6383,"mono-trans, poly-cis decaprenyl phosphate biosynthesis",5.0,"2.5.1.68,2.5.1.1,5.3.3.2,2.5.1.86,3.6.1","5.3.3.2,2.5.1.1,2.5.1.86,2.5.1.68",0.8
10.0,PWY-6397,mycolyl-arabinogalactan-peptidoglycan complex biosynthesis,12.0,"1.1.1.333,2.4.1.288,2.3.1,2.4.2.47,2.4.1.289,2.4.2.45,1.1.98.3,2.7.8.35,2.4.1,5.4.99.9,2.4.2.46,5.1.3.2","1.1.98.3,2.4.1.288,5.1.3.2,2.4.2.46,2.4.1.289,1.1.1.333,2.7.8.35,2.4.2.47,5.4.99.9,2.4.2.45",0.8333333333333334
2.0,PWY-6398,melatonin degradation I,3.0,"2.4.1.17,1.14.14.1,2.8.2.1","1.14.14.1,2.8.2.1",0.6666666666666666
1.0,PWY-6399,melatonin degradation II,1.0,1.4.3.4,1.4.3.4,1.0
1.0,PWY-6390,"(S,S)-butanediol biosynthesis",1.0,1.1.1.76,1.1.1.76,1.0
2.0,PWY-6389,pyruvate fermentation to (S)-acetoin,2.0,"1.1.1.304,2.2.1.6","1.1.1.304,2.2.1.6",1.0
1.0,PWY-6932,selenate reduction,3.0,"1.8.1,1.8.4.9,2.7.7.4",2.7.7.4,0.3333333333333333
1.0,PWY-6933,seleno-amino acid detoxification and volatilization III,2.0,"4.4.1.11,2.1.1.280",4.4.1.11,0.5
1.0,PWY-6931,seleno-amino acid detoxification and volatilization I,2.0,"2.1.1.12,4.4.1.11",4.4.1.11,0.5
4.0,PWY-6936,seleno-amino acid biosynthesis (plants),5.0,"2.1.1.14,4.4.1.13,2.5.1,2.5.1.47,2.3.1.30","2.1.1.14,4.4.1.13,2.5.1.47,2.3.1.30",0.8
8.0,PWY-6387,UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing),8.0,"5.1.1.3,6.3.2.13,2.5.1.7,6.3.2.9,6.3.2.4,1.3.1.98,6.3.2.8,6.3.2.10","6.3.2.10,1.3.1.98,6.3.2.4,6.3.2.13,5.1.1.3,6.3.2.8,2.5.1.7,6.3.2.9",1.0
1.0,PWY-6367,D-myo-inositol-5-phosphate metabolism,4.0,"3.1.3.78,3.1.4.11,2.7.1.149,3.1.3.95",3.1.3.78,0.25
1.0,PWY-6352,3-phosphoinositide biosynthesis,8.0,"2.7.8.11,2.7.1.154,2.7.1.68,2.7.1.150,3.1.3,2.7.1.153,2.7.1.137,2.7.1.67",2.7.8.11,0.125
1.0,PWY-6363,"D-myo-inositol (1,4,5)-trisphosphate degradation",3.0,"3.1.3.56,3.1.3.25,3.1.3.57",3.1.3.25,0.3333333333333333
4.0,SALVADEHYPOX-PWY,adenosine nucleotides degradation II,4.0,"3.5.4.4,3.1.3.5,2.4.2.1,1.17.1.4","3.5.4.4,1.17.1.4,3.1.3.5,2.4.2.1",1.0
4.0,PWY-6608,guanosine nucleotides degradation III,5.0,"3.5.4.3,3.1.3.5,2.4.2.15,2.4.2.1,1.17.1.4","3.5.4.3,1.17.1.4,3.1.3.5,2.4.2.1",0.8
4.0,GALLATE-DEGRADATION-II-PWY,gallate degradation I,4.0,"4.2.1.83,5.3.2.8,4.1.3.17,1.13.11.57","4.1.3.17,5.3.2.8,1.13.11.57,4.2.1.83",1.0
1.0,PWY-7097,vanillin and vanillate degradation I,2.0,"1.2.1.67,2.1.1.341",1.2.1.67,0.5
7.0,P184-PWY,protocatechuate degradation I (meta-cleavage pathway),7.0,"4.2.1.83,4.1.3.17,5.3.2.8,1.13.11.8,4.1.1.112,1.1.1.312,3.1.1.57","4.1.1.112,4.2.1.83,1.1.1.312,1.13.11.8,4.1.3.17,5.3.2.8,3.1.1.57",1.0
1.0,PWY-6504,anthranilate degradation IV (aerobic),1.0,1.14.14.8,1.14.14.8,1.0
3.0,PWY-5652,2-amino-3-carboxymuconate semialdehyde degradation to glutaryl-CoA,5.0,"1.1.1,1.2.1.32,4.1.1.45,3.5.99.5,1.2.1.105","1.2.1.32,4.1.1.45,3.5.99.5",0.6
6.0,PWY-5651,L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde,6.0,"1.13.11.6,1.13.11.11,1.13.11.52,3.7.1.3,3.5.1.9,1.14.13.9","1.14.13.9,3.5.1.9,1.13.11.11,1.13.11.52,3.7.1.3,1.13.11.6",1.0
2.0,PWY-40,putrescine biosynthesis I,2.0,"3.5.3.11,4.1.1.19","3.5.3.11,4.1.1.19",1.0
1.0,METHIONINE-DEG1-PWY,L-methionine degradation I (to L-homocysteine),3.0,"2.1.1,3.13.2.1,2.5.1.6",2.5.1.6,0.3333333333333333
2.0,HOMOCYSDEGR-PWY,L-cysteine biosynthesis III (from L-homocysteine),2.0,"4.2.1.22,4.4.1.1","4.4.1.1,4.2.1.22",1.0
4.0,PWY-5973,cis-vaccenate biosynthesis,5.0,"4.2.1.59,3.1.2.14,1.3.1.9,1.1.1.100,2.3.1.179","1.3.1.9,4.2.1.59,1.1.1.100,2.3.1.179",0.8
5.0,PWY-6282,palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),6.0,"4.2.1.59,3.1.2.14,1.3.1.9,1.1.1.100,2.3.1.179,2.3.1.41","2.3.1.179,1.3.1.9,4.2.1.59,2.3.1.41,1.1.1.100",0.8333333333333334
3.0,PWY-7972,adenosylcobinamide-GDP salvage from cobinamide II,3.0,"2.7.7.62,3.5.1.90,6.3.1.10","3.5.1.90,2.7.7.62,6.3.1.10",1.0
1.0,PWY-5783,octaprenyl diphosphate biosynthesis,1.0,2.5.1.90,2.5.1.90,1.0
5.0,PWY-7374,"1,4-dihydroxy-6-naphthoate biosynthesis I",6.0,"4.1.99.M7,3.5.4.40,2.5.1.120,3.2.2.26,4.2.1.151,1.21.98.1","1.21.98.1,4.2.1.151,3.2.2.26,3.5.4.40,2.5.1.120",0.8333333333333334
